"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Adaptive User-Genre-Item Model for Collaborative Filtering","J. -M. Yang; K. F. Li","Software School, Hunan University, Changsha, China; Department of Electrical and Computer engineering, University of Victoria, Victoria, Canada","2007 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing","24 Sep 2007","2007","","","257","262","Collaborative filtering provides personalized recommendations based on individual user preferences as well as those of other users with similar interests. In collaborative filtering, memory-based approaches make predictions by measuring the whole similarity between two users. When a user has multiple interest genres, those methods seem too optimistic in making correct predictions in some situations. In addition, minor genres are often inhibited due to their minute share of the whole similarity. In this paper, we present a novel approach that combines the advantages of item-item similarity and user-user similarity by introducing a genre component to the relation between user and item. In our approach, the direct user-item relevance is developed into the combination of genre similarity and preference similarity, thus capturing more accurately the relevance between items as well as between user and item. Experimental results from EachMovie and MovieLens datasets show that our approach outperforms four other state-of-the-art collaborative filtering algorithms.","2154-5952","978-1-4244-1189-4","10.1109/PACRIM.2007.4313224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4313224","Collaborative filtering;genre similarity;preference similarity;relevance measurement","Collaboration;Adaptive filters;Testing;Sparse matrices;Filtering algorithms;Recommender systems;Information filtering;Information filters;Databases;Collaborative software","","2","","19","IEEE","24 Sep 2007","","","IEEE","IEEE Conferences"
"Extracting and representing cross-language dependencies in diverse software systems","D. L. Moise; K. Wong","Department of Computing Science, University of Alberta, Canada; Department of Computing Science, University of Alberta, Canada",12th Working Conference on Reverse Engineering (WCRE'05),"3 Jan 2006","2005","","","10 pp.","218","This paper presents an approach for dealing with multi-language software systems. Much of the focus of reverse engineering tools is in analyzing software systems written in one programming language. Nowadays, the abundance of new technologies and languages used to ease application development raises new challenges for reverse engineers. Therefore, this paper focuses on finding cross-language dependencies in such diverse, heterogeneous software systems. Our approach uses source navigator extractors to produce the facts inside each language. Then, we show an example for finding Java Native Interface (JNI) dependencies between facts from Java and C/C++ code. The integrated facts are produced in GXL form, and conform to a unified schema introduced in the paper. This approach is useful from several perspectives. It illustrates how to retrieve the dependencies from software systems written in more than one programming language. Also, the generated facts conform to the GXL format, which is accepted by many reverse engineering tools. The usefulness and scalability of the approach are tested in a case study.","2375-5369","0-7695-2474-5","10.1109/WCRE.2005.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1566160","","Software systems;Reverse engineering;Navigation;Computer languages;Java;Application software;Displays;Software libraries;Tin;Scalability","","15","1","23","IEEE","3 Jan 2006","","","IEEE","IEEE Conferences"
"A similarity retrieval technique for textured 3D models","M. T. Suzuki; Y. Yaginuma; H. Kodama","CoDE, Open University of Japan, Chiba, Chiba, Japan; CoDE, Open University of Japan, Chiba, Chiba, Japan; CoDE, Open University of Japan, Chiba, Chiba, Japan",2010 International Conference on Information Retrieval & Knowledge Management (CAMP),"20 May 2010","2010","","","131","137","This paper describes a similarity retrieval technique for textured 3D models. Various kinds of research have been conducted on similarity retrievals of 3D models since the late 1990's. Although most of the retrieval techniques focus on shape similarity of the 3D models, our technique allows users to retrieve and classify 3D models based on texture pattern similarity. To test our texture similarity retrieval technique, a set of a textured 3D model database was synthesized from 3D polygonal models and 2D texture images. The database was analyzed by software programs, and texture features were extracted from each 3D model. The extracted texture features were computed based on HLAC (higher order local autocorrelation) and fractal dimensions. Often, both kinds of texture features were used for analyzing 2D texture images. However, we extended the techniques to handle three dimensional volumetric data for extracting features from textured 3D models. Our experimental web-based retrieval system successfully retrieved textured 3D models with fairly acceptable recall-precision rates. This retrieval technique which is based on texture patterns can be used in conjunction with traditional shape similarity retrieval techniques, and the technique can enhance similarity retrieval performances.","","978-1-4244-5650-5","10.1109/INFRKM.2010.5466933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5466933","Solid texture;Similarity Retrieval;Shape feature;3D Model;Multimedia database","Feature extraction;Data mining;Shape;Image databases;Spatial databases;Image texture analysis;Testing;Information retrieval;Image retrieval;Data analysis","","2","1","18","IEEE","20 May 2010","","","IEEE","IEEE Conferences"
"An experimental setup to assess design diversity of functionally equivalent services","A. S. Nascimento; F. Castor; C. M. F. Rubira; R. Burrows","Institute of Computing, State University of Campinas-UNICAMP, Campinas, Sao Paulo, Brazil; Informatics Center, Federal University of Pernambuco (UFPE), Recife, Pernambuco, Brazil; Institute of Computing, State University of Campinas-UNICAMP, Campinas, Sao Paulo, Brazil; School of Computing, Lancaster University, Lancaster, UK",16th International Conference on Evaluation & Assessment in Software Engineering (EASE 2012),"20 Aug 2012","2012","","","177","186","Background: A number of approaches leverage design diversity to tolerate software design faults in service-oriented applications. The use of design diversity depends on the assumption that functionally equivalent services, i.e., variant services, rarely fail on the same input case. However, there are no directives to assess whether variant services are actually diverse and fail on disjoint subsets of the input space. Aim: To provide proper assessment of service diversity in order to achieve a high level of reliability by employing either a diversity-based solution with the variant services or a single service that exhibits higher reliability than would be the case if design diversity was adopted. Method: We propose an experimental setup that encompasses (i) a set of directives to organize the preparation and execution of the experiment to investigate service diversity; (ii) investigation of whether variant services are actually diverse by using statistical tests; and (iii) an analysis of if and by how much the reliability of a diversity-based solution that leverages voters is an improvement over one that uses a single service. We evaluated the applicability and usefulness of the proposed experimental setup by employing it to assess diversity of variant services adhering to four different requirements specifications. For each specification, we analysed three different services. Results: We found that the proposed directives were effective for the purposes of this assessment. Assessment results demonstrated that services implementing the four requirements specifications are actually diverse at a 0.05 significance level. For two of the specifications, coincident failures of two or more services are infrequent enough to promote gains in overall system reliability. Conclusions: Our findings reveal threats to the effectiven","","978-1-84919-541-6","10.1049/ic.2012.0024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6272513","Software reliability;Service-oriented applications;Fault-tolerant systems","","","1","","","","20 Aug 2012","","","IET","IET Conferences"
"Improve tagging recommender system based on tags semantic similarity","C. Hang; Z. Meifang","Tianhe College of Guangdong Polytechnic Normal University, THCGDPNU, Guangzhou, China; Tianhe College of Guangdong Polytechnic Normal University, THCGDPNU, Guangzhou, China",2011 IEEE 3rd International Conference on Communication Software and Networks,"8 Sep 2011","2011","","","94","98","Collaborative Filtering (CF), widely applied in such personalized recommender systems as e-business, e-library, is one of the most successful techniques to date. However, this recommender system based on traditional CF seems to refuse to consider user preference, resulting in the inaccuracy of recommendation. In view of the above limitations, we propose, in this paper, a new collaborative filtering method CFBTSS (Collaborative filtering base on tag semantic similarity). This approach tries to better understand user interest by analyzing the relevance between tags and items and by dealing with the problems of the similarity between words and similarity between sentences. Experiment results tested on MovieLens dataset show that CFBTSS significantly improved its recommending efficiency and accuracy compared to the traditional one, which contributes to the excellent performance of personalized recommendation system.","","978-1-61284-486-2","10.1109/ICCSN.2011.6013670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6013670","recommender system;collaborative filtering;tagging system;semantic similarity","Semantics;Tagging;Motion pictures;Collaboration;Recommender systems;Educational institutions","","1","","13","IEEE","8 Sep 2011","","","IEEE","IEEE Conferences"
"Face Recognition System Using Feature Extraction Method of 2-D Gabor Wavelet Filter Bank and Distance-Based Similarity Measures","R. R. Isnanto; A. A. Zahra; A. L. Kurniawan; I. P. Windasari","Department of Computer Engineering, Diponegoro University, Semarang, Indonesia; Department of Electrical Engineering, Diponegoro University, Semarang, Indonesia; Department of Electrical Engineering, Diponegoro University, Semarang, Indonesia; Department of Computer Engineering, Diponegoro University, Semarang, Indonesia",2022 Seventh International Conference on Informatics and Computing (ICIC),"13 Jan 2023","2022","","","1","4","Face recognition is a computer vision task which has a capability to recognize human according to their corresponding face features. Face recognition application in computer system have been developed in recent year including surveillance, human-computer interaction, and multimedia application. Some challenges will possibly be undergone in face recognition research mostly lie on deformation of face condition such as pose, expression, illumination, and accessories use that lead to a noticeable impact on recognition rate. In this research, two-dimensional Gabor wavelet filter bank was implemented to extract face image. Gabor filter has characteristic similar to wavelet that is localized in both time and frequency domain able to extract local feature on face image. Convolution process produces a face representation feature called Gaborface in a terms of magnitude information obtained from sinusoidal complex function. Features are formed as a column matrix concatenation which is called feature vector. At the end of process, one distance-based similarity measure, i.e., Euclidean Distance was implemented to perform a test measurement on data features vector with database features. Testing has been done by giving variation in some aspects, i.e., number of training data, face image deformation such pose and expression, and the variant of filter with variation in scale and orientation. The best system, based on this research, is achieved by $5 \times 8$ filter bank with accuracy up to 98,67%. The proposed method also shows a very well performance in recognizing the expression changes, but it cannot accommodate properly in pose changes.","","979-8-3503-4571-1","10.1109/ICIC56845.2022.10007016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10007016","Face Recognition;Computer Vision;2-D Gabor Wavelet Filter Bank;distance-based similarity measure;Euclidean Distance","Wavelet domain;Face recognition;Filter banks;Training data;Feature extraction;Wavelet analysis;Gabor filters","","1","","15","IEEE","13 Jan 2023","","","IEEE","IEEE Conferences"
"Fast mesh similarity measuring based on CUDA","Jie Tang; Gangshan Wu; Bo Xu; Zhongliang Gong","National Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; National Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; National Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; National Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China",2010 IEEE International Conference on Progress in Informatics and Computing,"13 Jan 2011","2010","2","","911","915","This paper presented a fast algorithm which could measure similarity between two meshes interactively. The algorithm was based on CUDA (Compute Unified Device Architecture) technology. In order to fully utilize the computing power of GPU, we developed parallel method to construct uniform grid for fast space indexing of triangles. Special data structure was designed on device end to overcome the disadvantage of CUDA that it does not support dynamic allocation of memory. Lots of experiments were carried out and the results verified the effectiveness and efficiency of our algorithm.","","978-1-4244-6789-1","10.1109/PIC.2010.5687883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5687883","Hausdorff distance;CUDA;Mesh","Computational modeling;Instruction sets;Graphics;Testing;Velocity measurement;Performance evaluation;Robots","","1","","15","IEEE","13 Jan 2011","","","IEEE","IEEE Conferences"
"Evaluation of Predictive Capabilities of Similarity Metrics in Machine Learning","I. Radisic; S. Lazarevic; I. Antovic; V. Stanojevic","Department of Software Engineering, Faculty of Organizational Sciences, University of Belgrade, Belgrade; Department of Software Engineering, Faculty of Organizational Sciences, University of Belgrade, Belgrade; Department of Software Engineering, Faculty of Organizational Sciences, University of Belgrade, Belgrade; Department of Software Engineering, Faculty of Organizational Sciences, University of Belgrade, Belgrade",2020 24th International Conference on Information Technology (IT),"20 Apr 2020","2020","","","1","4","This paper explores prediction capabilities of similarity metrics used in machine learning algorithms. Predictive capabilities of various similarity metrics are examined based on their application on data sets of varying sizes and properties and evaluation of derived results. Predicting outcomes in machine learning is fundamental to many different machine learning algorithms and the findings in this paper will clarify how good their predictive capabilities are and under which conditions.","","978-1-7281-5136-6","10.1109/IT48810.2020.9070437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9070437","","Machine learning algorithms;Testing;Euclidean distance;Machine learning;Python;Correlation coefficient","","","","10","IEEE","20 Apr 2020","","","IEEE","IEEE Conferences"
"A Similarity Measure for OWL-S Annotated Web Services","Y. Ganjisaffar; H. Abolhassani; M. Neshati; M. Jamali","Sharif University of Technology, Tehran, Iran; Institute of Studies in Theoretical Physics and Mathematics, Tehran, Iran; Sharif University of Technology, Tehran, Iran; Sharif University of Technology, Tehran, Iran",2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06),"15 Jan 2007","2006","","","621","624","Measuring semantic similarity of Web services has several benefits and most of the proposed service discovery algorithms are based on measuring the similarity of the requested service with each of the advertised services. In this paper, we propose a method for measuring the similarity of Web services which are annotated with OWL-S ontology. First, a semantic similarity measure for determining the similarity of OWL concepts is discussed and then based on this measure, the functional similarity of services is defined. Then it is showed that the precision of algorithms that only take into account the functional properties of services for measuring their similarity are low. Therefore the textual descriptions of Web services are also taken into account and the textual similarity of services is also calculated. Then it is showed how neural networks can be used for combining these two measures for a better compound measure. The proposed technique is applied to a sample test collection and experimental results are presented which demonstrate the effectiveness of the idea","","0-7695-2747-7","10.1109/WI.2006.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061441","","Web services;OWL;Ontologies;Semantic Web;Physics;Mathematics;Neural networks;Software testing;Peer to peer computing;Software agents","","23","","11","IEEE","15 Jan 2007","","","IEEE","IEEE Conferences"
"Similarity measure for CCITT Group 4 compressed document images","Yue Lu; Chew Lim Tan; Liying Fan; Weihua Huang","Department of Computer Science, National University of Singapore, Singapore, Singapore; Department of Computer Science, National University of Singapore, Singapore, Singapore; Department of Computer Science, National University of Singapore, Singapore, Singapore; Department of Computer Science, National University of Singapore, Singapore, Singapore",Proceedings 2001 International Conference on Image Processing (Cat. No.01CH37205),"7 Aug 2002","2001","1","","1118","1121 vol.1","The similarity measure of document images has a crucial role in the area of document image retrieval. A method of measuring the similarity of CCITT Group 4 compressed document images is proposed. The features are extracted directly from the changing elements of the compressed images. Weighted Hausdorff distance is utilized to assign all of the word objects from two document images to corresponding classes by an unsupervised classifier, whereas the possible stop words are excluded. Document vectors are built by the occurrence frequency of the word object classes, and the pair-wise similarity of two document images is represented by the scalar product of the document vectors. Five group articles relating to different domains are used to test the validity of the presented approach.","","0-7803-6725-1","10.1109/ICIP.2001.959247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=959247","","Image coding;Image retrieval;Software libraries;Information retrieval;Content based retrieval;Frequency;Testing;Internet;Optical character recognition software;Image storage","","1","","8","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
