"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Algorithm Analysis of Sparse Matrix Multiplication","H. Ren; H. Ma; J. Kang; Y. Liu; L. Wang; X. Zheng",Beijing Institute of Astronautical Systems Engineering; Beijing Institute of Astronautical Systems Engineering; Beijing Institute of Astronautical Systems Engineering; Beijing Institute of Astronautical Systems Engineering; Beijing Institute of Astronautical Systems Engineering; Beijing Institute of Astronautical Systems Engineering,"2021 IEEE 21st International Conference on Software Quality, Reliability and Security Companion (QRS-C)","1 Apr 2022","2021","","","912","917","Matrix is widely used in telecommunication, cryptography, computer science and other field. Especially in wireless sensor network data processing, it is important and necessary to keep data transmitting reliable and resilient. In channel coding and secure communication, matrix is used to realize the coding of transmission information and source information in the channel, which not only reduces the bit error rate of wireless communication, but also realizes the confidentiality of communication. The development of effective algorithms for matrix calculation has been an interesting subject for several centuries and an expanding research field. For some widely used and special matrices, such as sparse matrix and quasi diagonal matrix, there are specific fast algorithms. This paper briefly describes and explains our design of serial algorithms which implementing the sparse matrix multiplication by parallel programming, and also to provide benchmark results to justify the correctness and performance of our design.","2693-9371","978-1-6654-7836-6","10.1109/QRS-C55045.2021.00138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741870","sparse;matrix;multiplication;parallel","Wireless communication;Wireless sensor networks;Computer network reliability;Bit error rate;Benchmark testing;Communications technology;Software reliability","","","","2","IEEE","1 Apr 2022","","","IEEE","IEEE Conferences"
"The unique aspects of simulation verification and validation","D. Thomas; A. Joiner; W. Lin; M. Lowry; T. Pressburger","AEgis Technologies Group, Inc., Huntsville, AL, USA; AEgis Technologies Group, Inc., Huntsville, AL, USA; NASA Ames Research Center, Moffett Field, CA, USA; NASA Ames Research Center, Moffett Field, CA, USA; NASA Ames Research Center, Moffett Field, CA, USA",2010 IEEE Aerospace Conference,"15 Apr 2010","2010","","","1","7","Models and simulations (M&S) will be employed to support important design decisions and verification of system requirements in the development of NASA's Orion Crew Exploration Vehicle. Most simulations are implemented in software. For developed software, NASA's software engineering procedural guideline NPR 7150.2 and safety standard NASA-STD-8719.13B apply. Recognizing the need for critical M&S to be validated to be credible for their intended uses, NASA developed a Modeling and Simulation Standard, NASA-STD-7009. This paper analyzes the requirements specified by these standards and their role in test, validation and certification of modeling and simulation software. It discusses simulation validation as a distinct instance of software validation with corresponding unique requirements. Simulation-specific validation concerns include fit to intended use, validation against experimental data, uncertainty quantification, and sensitivity analysis. The paper also describes the Orion M&S verification, validation, and accreditation (VV&A) process.","1095-323X","978-1-4244-3887-7","10.1109/AERO.2010.5446785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5446785","","Software safety;Software standards;Standards development;Analytical models;Vehicles;Software engineering;Guidelines;NASA;Software testing;Certification","","3","","4","IEEE","15 Apr 2010","","","IEEE","IEEE Conferences"
"Research on Determination of Overloaded Function Uniqueness for Regression Testing Oriented","S. Qi; Y. -m. Mu; Z. -h. Zhang; K. -q. Peng","Open Computer System Laboratory, Beijing Information Science and Technology University, Beijing, China; Computer School, Beijing Information Science and Technology University, Beijing, China; Open Computer System Laboratory, Beijing Information Science and Technology University, Beijing, China; Computer School, Beijing Information Science and Technology University, Beijing, China",2010 2nd International Conference on Information Engineering and Computer Science,"30 Dec 2010","2010","","","1","4","Function call path testing is based on static analysis of source code. The relationship between the definitions of the overloaded function and the call points is uncertain in the static analysis, which will produce a great deal of redundant paths and increase the cost of the testing. In order to determine the paths of the actual process and get function call relation, firstly, we need to determine the uniqueness of the overloaded function. We analyze the form of the overloaded function call from several aspects, design the algorithm of DUOF(determining the uniqueness of the overloaded function), ultimately determine its unique, by analyzing the realization mechanism of overloaded functions and applying the theory of compile and object-oriented. The experiment's result shows that the result of its implementation is not only accurate but also can improve the efficiency of regression testing, efficiency of the algorithm is more significant especially when the amount of code is larger.","2156-7387","978-1-4244-7941-2","10.1109/ICIECS.2010.5678400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678400","","Testing;Algorithm design and analysis;Data structures;Semantics;Shape;Information science;Software algorithms","","1","","9","IEEE","30 Dec 2010","","","IEEE","IEEE Conferences"
"Modified sparse distributed memory as transient episodic memory for cognitive software agents","U. Ramamaurthy; S. K. D'Mello; S. Franklin","Comput. Sci. Div., Memphis Univ., TN, USA; Computer Science Division and Institute for Intelligent Systems, The University of Memphis, Memphis, TN, USA; Computer Science Division and Institute for Intelligent Systems, The University of Memphis, Memphis, TN, USA","2004 IEEE International Conference on Systems, Man and Cybernetics (IEEE Cat. No.04CH37583)","7 Mar 2005","2004","6","","5858","5863 vol.6","This paper presents a modified sparse distributed memory architecture for use in software agents with natural language processing capabilities. We have modified Kanerva's sparse distributed memory (SDM) into an architecture with a ternary memory space. This enables the memory to be used in IDA, the intelligent distribution agent built for the U.S. Navy. IDA implements Boars' global workspace theory, a psychological theory of consciousness. As a result, it can react to novel and problematic situations in a more flexible, more human-like way than traditional AI systems. IDA performs a function, namely billet assignment, therefore reserved for humans. We argue that such flexibility requires advanced memory systems such as transient episodic memory and autobiographical memory. Here, we present the architecture, tests and results of this modified SDM system which can be used as a transient episodic memory in suitable software agents.","1062-922X","0-7803-8566-7","10.1109/ICSMC.2004.1401130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401130","","Software agents;Computer architecture;Memory architecture;Natural language processing;Intelligent agent;Psychology;Artificial intelligence;Billets;Humans;Software testing","","6","","14","IEEE","7 Mar 2005","","","IEEE","IEEE Conferences"
"CoMSS: Context based measure for semantic similarity between conceptual models","E. A. Kaundal; A. Kaur","Department of Computer Science Engineering, Chandigarh University, Gharuan, Punjab, India; Department of Computer Science Engineering, Chandigarh University, Gharuan, Punjab, India",2017 International Conference on Intelligent Computing and Control Systems (ICICCS),"11 Jan 2018","2017","","","1080","1088","Artifacts are defined as the tools which act as building block for developing a software or project. Artifacts are of several kinds like UML and BPMN. The overall connotation of the document in SDLC is combination of sensible or significant words represented in the form of different artifacts. In this approach main focus is on the precision of the documents or artifacts developed by requirement analysts. This phase is purely personal opinion oriented, later on which may cause rejection of the software during acceptance testing. Our aim is to preserve the overall meaning of the document that's why we compare the class diagram (conceptual model) with BPMN so that the meaning of the requirements provided by the stakeholders should be preserved in both forms of artifacts. The word specificity and word semantics plays vital role in assessing the semantic similarity between the two artifacts. In this paper the frequency (word specificity) is calculated between the vectors with the help of TF-IDF and the semantic similarity between the vectors is calculated with the help of WordNet algorithms. The proposed similarity measures are evaluated in divergent context, the benchmark dataset i.e SemEval (Semantic Evaluation) 2012 Semantic Textual Similarity test set, competition organized in 2012. Three standard case studies are used to evaluate the semantic similarity between the artifacts named as Rambaugh's ATM Model (Rambaugh et al. 1991), EFP (Kurt, 1995), Course Registration (IBM Corp, 2004).","","978-1-5386-2745-7","10.1109/ICCONS.2017.8250633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8250633","Natural language processing;Vector space model;WordNet;Sentence similarity;CoMSS;TF-IDF;Semantic similarity;Knowledge Based systems;Information Retrieval","Semantics;Computational modeling;Software;Analytical models;Unified modeling language;Online banking;Control systems","","","","18","IEEE","11 Jan 2018","","","IEEE","IEEE Conferences"
"A Quantitative Analysis Framework for Recurrent Neural Network","X. Du; X. Xie; Y. Li; L. Ma; Y. Liu; J. Zhao","Nanyang Technological University, Singapore; Nanyang Technological University, Singapore; Nanyang Technological University, Singapore; Kyushu University, Japan; Nanyang Technological University, Singapore; Kyushu University, Japan",2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE),"9 Jan 2020","2019","","","1062","1065","Recurrent neural network (RNN) has achieved great success in processing sequential inputs for applications such as automatic speech recognition, natural language processing and machine translation. However, quality and reliability issues of RNNs make them vulnerable to adversarial attacks and hinder their deployment in real-world applications. In this paper, we propose a quantitative analysis framework - DeepStellar - to pave the way for effective quality and security analysis of software systems powered by RNNs. DeepStellar is generic to handle various RNN architectures, including LSTM and GRU, scalable to work on industrial-grade RNN models, and extensible to develop customized analyzers and tools. We demonstrated that, with DeepStellar, users are able to design efficient test generation tools, and develop effective adversarial sample detectors. We tested the developed applications on three real RNN models, including speech recognition and image classification. DeepStellar outperforms existing approaches three hundred times in generating defect-triggering tests and achieves 97% accuracy in detecting adversarial attacks. A video demonstration which shows the main features of DeepStellar is available at: https://sites.google.com/view/deepstellar/tool-demo.","2643-1572","978-1-7281-2508-4","10.1109/ASE.2019.00102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8952565","recurrent neural netwrod;model abstraction;quantitative analysis;similarity metrics;coverage criteria","Testing;Tools;Training data;Statistical analysis;Recurrent neural networks;Security;Computer architecture","","5","","18","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"An empirical study on reliability modeling for diverse software systems","Xia Cai; M. R. Lyu","Department of Computer Science and Engineering, Chinese University of Hong Kong, Hong Kong, China; Department of Computer Science and Engineering, Chinese University of Hong Kong, Hong Kong, China",15th International Symposium on Software Reliability Engineering,"24 Jan 2005","2004","","","125","136","Reliability and fault correlation are two main concerns for design diversity, yet empirical data are limited in investigating these two. In previous work, we conducted a software project with real-world application for investigation on software testing and fault tolerance for design diversity. Mutants were generated by injecting one single real fault recorded in the software development phase to the final versions. In this paper, we perform more analysis and experiments on these mutants to evaluate and investigate the reliability features in diverse software systems. We apply our project data on two different reliability models and estimate the reliability bounds for evaluation purpose. We also parameterize fault correlations to predict the reliability of various combinations of versions, and compare three different fault-tolerant software architectures.","1071-9458","0-7695-2215-7","10.1109/ISSRE.2004.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1383112","","Software systems;Fault tolerance;Application software;Reliability engineering;Software testing;Aerospace electronics;Computer science;Data engineering;Design engineering;Programming","","3","","21","IEEE","24 Jan 2005","","","IEEE","IEEE Conferences"
"Learning from Open-Source Projects: An Empirical Study on Defect Prediction","Z. He; F. Peters; T. Menzies; Y. Yang","University of Chinese Academy of Sciences, Beijing, China; Lane Department of CS & EE, West Virginia University, Morgantown, USA; Lane Department of CS & EE, West Virginia University, Morgantown, USA; Lab for Internet Software Technology, Institute of Software Chinese Academy of Sciences, Beijing, China",2013 ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,"12 Dec 2013","2013","","","45","54","The fundamental issue in cross project defect prediction is selecting the most appropriate training data for creating quality defect predictors. Another concern is whether historical data of open-source projects can be used to create quality predictors for proprietary projects from a practical point-of-view. Current studies have proposed statistical approaches to finding these training data, however, thus far no apparent effort has been made to study their success on proprietary data. Also these methods apply brute force techniques which are computationally expensive. In this work we introduce a novel data selection procedure which takes into account the similarities between the distribution of the test and potential training data. Additionally we use feature subset selection to increase the similarity between the test and training sets. Our procedure provides a comparable and scalable means of solving the cross project defect prediction problem for creating quality defect predictors. To evaluate our procedure we conducted empirical studies with comparisons to the within company defect prediction and a relevancy filtering method. We found that our proposed method performs relatively better than the filtering method in terms of both computation cost and prediction performance.","1949-3789","978-0-7695-5056-5","10.1109/ESEM.2013.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6681337","software defect prediction;cross-project;instance selection;feature subset selection;data similarity","Open source software;Training data;Predictive models;Data models;Training;Filtering","","89","","33","IEEE","12 Dec 2013","","","IEEE","IEEE Conferences"
"ASSD: Arabic Semantic Similarity Dataset","B. Dahy; M. Farouk; K. Fathy","Department of Computer Science, Faculty of Computers and Information (of Assiut University), Assiut, Egypt; Department of Computer Science, Faculty of Computers and Information (of Assiut University), Assiut, Egypt; Department of Computer Science, Faculty of Computers and Information (of Assiut University), Assiut, Egypt","2021 9th International Japan-Africa Conference on Electronics, Communications, and Computations (JAC-ECC)","3 Feb 2022","2021","","","130","134","Finding semantic similarity between sentences is very useful in many NLP applications, such as information retrieval, plagiarism detection, information extraction, and machine translation. Limitations in Arabic language resources have led to a poor level of research in Arabic sentence similarity. This challenge makes identifying semantically similar sentences in Arabic even more difficult. This paper presents a new Arabic dataset for the sentence similarity task. This dataset can be used to help develop sentence similarity approaches. In addition, the main purpose of the created dataset is to evaluate the sentence similarity approach. The dataset has been collected from Wikipedia, an intermediate lexicon, and other WWW resources. This paper gives more details about the processes of collecting data, filtering, preprocessing the pairs of sentences and some statistics about the dataset, for building a benchmark for semantic textual similarity. The dataset is available for future research in this field. The experiment shows that the created dataset is an efficient tool for evaluating semantic similarity approaches for the Arabic language.","","978-1-6654-8292-9","10.1109/JAC-ECC54461.2021.9691424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9691424","Arabic Dataset;Arabic Semantic Similarity;Arabic Sentences Similarity;Arabic Word Similarity","Filtering;Plagiarism;Semantics;Buildings;Encyclopedias;Benchmark testing;Internet","","1","","44","IEEE","3 Feb 2022","","","IEEE","IEEE Conferences"
"Classification of Non-Functional Requirements Using Fuzzy Similarity KNN Based on ISO / IEC 25010","I. M. S. Raharja; D. O. Siahaan","Informatics Department, Institut Teknologi Sepuluh Nopember, Indonesia; Informatics Department, Institut Teknologi Sepuluh Nopember, Indonesia",2019 12th International Conference on Information & Communication Technology and System (ICTS),"30 Sep 2019","2019","","","264","269","In developing software, one of the important role is non-functional requirements. They are often forgotten by the developer, so that it causes adverse effects. For this reason, a non-functional requirement classification method is needed to make it easier for software developers to classify non-functional requirements from requirement document. Most of studies in this area are focusing on single label classification. However, a non-functional requirement sentence can be classified to more than one class. Therefore, a classification technique that support multi-labels was needed. This research proposes a model for classifying non-functional requirements into quality aspects based on ISO/IEe 25010. It uses Fuzzy Similarity KNN (FSKNN) for building the sentence-based classification model. Six difference dataset which is contain 1432 sentence is used in the test. Best accuracy, precision and recall value from classification using FSKNN respectively is 42.8%, 68.1%, and 55.9%.","","978-1-7281-2133-8","10.1109/ICTS.2019.8850944","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8850944","Non-Functional Requirements;Classification;FSKNN;ISO /IEC 25010","ISO Standards;Software quality;IEC Standards;Training data;Mathematical model","","9","","17","IEEE","30 Sep 2019","","","IEEE","IEEE Conferences"
