"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Similarity-Based Search for Model Checking: A Pilot Study with Java PathFinder","E. Ibrahimov; J. Wang; Z. Q. Zhou","School of Computer Science and Software Engineering, University of Wollongong, Wollongong, NSW, Australia; School of Computer Science and Software Engineering, University of Wollongong, Wollongong, NSW, Australia; School of Computer Science and Software Engineering, University of Wollongong, Wollongong, NSW, Australia",2013 13th International Conference on Quality Software,"23 Sep 2013","2013","","","238","244","When a model checker cannot explore the entire state space because of limited resources, model checking becomes a kind of testing with an attempt to find a failure (violation of properties) quickly. We consider two state sequences in model checking: (i) the sequence in which new states are generated, and (ii) the sequence in which the states generated in sequence (i) are checked for property violation. We observe that neighboring states in sequence (i) often have similarities in certain ways. Based on this observation we propose a search strategy, which generates sequence (ii) in such a way that similar states are evenly spread over the sequence. As a result, neighboring states in sequence (ii) can have a higher diversity. A pilot empirical study with Java Path Finder suggests that the proposed strategy can outperform random search in terms of creating equal or smaller number of states to detect a failure.","2332-662X","978-0-7695-5039-8","10.1109/QSIC.2013.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6605933","Model checking;random search;similarity-based search;heuristics;adaptive random sequence;Java PathFinder","Scattering;Java;Subspace constraints;Model checking;Search problems;Random sequences","","","","6","IEEE","23 Sep 2013","","","IEEE","IEEE Conferences"
"Augmenting test suites effectiveness by increasing output diversity","N. Alshahwan; M. Harman","CREST Centre, University College London, London, UK; CREST Centre, University College London, London, UK",2012 34th International Conference on Software Engineering (ICSE),"28 Jun 2012","2012","","","1345","1348","The uniqueness (or otherwise) of test outputs ought to have a bearing on test effectiveness, yet it has not previously been studied. In this paper we introduce a novel test suite adequacy criterion based on output uniqueness. We propose 4 definitions of output uniqueness with varying degrees of strictness. We present a preliminary evaluation for web application testing that confirms that output uniqueness enhances fault-finding effectiveness. The approach outperforms random augmentation in fault finding ability by an overall average of 280% in 5 medium sized, real world web applications.","1558-1225","978-1-4673-1067-3","10.1109/ICSE.2012.6227083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227083","SBSE;HTML output;Web applications","HTML;Testing;Educational institutions;Databases;Web pages;Instruments;Cloning","","26","","9","IEEE","28 Jun 2012","","","IEEE","IEEE Conferences"
"AYAT: A Lightweight and Efficient Code Clone Detection Technique","Y. Giani; L. Ping; S. A. Shah","Software School Tsinghua University, Beijing, China; Software School Tsinghua University, Beijing, China; Dept.of Computer Engineering, Bilkent University, Ankara, Turkey",2022 3rd Asia Conference on Computers and Communications (ACCC),"22 Mar 2023","2022","","","47","52","Code clones make software maintenance more challenging. Detecting bugs in large systems may significantly increase maintenance costs. Despite the fact that several techniques for clone identification have been proposed over the years, the accuracy and scalability of clone detection techniques remain hot research areas. Previously, Akram et al. proposed the DroidCC hybrid technique, where tokens were encoded into MD5 hash values by encoding them into 128-bit fingerprints, and clones were identified by matching identical hash values. Encoding tokens into MD5 hash values take more time due to the large fingerprint size of MD5 hash values. Due to the enormous chunk size, DroidCC cannot achieve higher accuracy. To overcome the weakness of the DroidCC technique, We proposed a novel AYAT a lightweight hybrid technique to detect clones at the fragment level. To speed up the detection process, we converted tokens into 32-bit polynomial values, and we set the chunk size to 5 lines per chunk to improve accuracy. We tested our technique on 10,968 java projects against 4.98 million lines of code. In comparison to the well-known DroidCC technique, it is significantly faster and more efficient. Our examination demonstrates that precision is significantly improved despite sacrificing scalability. AYAT code cloning detection technique has outscored DroidCC in every aspect.","","979-8-3503-3295-7","10.1109/ACCC58361.2022.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071576","CCD;Software Clone;Software Maintenance;Code-fragment-level clone;Hybrid CCD;Code Similarity detection","Computers;Software maintenance;Java;Codes;Costs;Scalability;Cloning","","1","","23","IEEE","22 Mar 2023","","","IEEE","IEEE Conferences"
"Design and Implementation of Code Plagiarism Detection System","T. Liu; Z. Zhao; H. Fang; Q. Huang; W. Zhang","School of Software Technology, Zhejiang University, Hangzhou, Zhejiang, China; School of Software Technology, Zhejiang University, Hangzhou, Zhejiang, China; School of Software Technology, Zhejiang University, Hangzhou, Zhejiang, China; Kcharf (Hangzhou) Technology Co., Ltd., Hangzhou, Zhejiang, China; School of Software Technology, Zhejiang University, Hangzhou, Zhejiang, China","2023 4th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)","21 Aug 2023","2023","","","188","195","Despite the offline activities restriction due to the pandemic in the past two years, technology development allows courses and teaching activities to hold online. Therefore, online exams and competitions for computer-related majors will inevitably involve plagiarism. This research aims to develop an efficient and easy-to-use code plagiarism detection system supported by practical application results. The paper will first analyze the advantages and disadvantages of existing code plagiarism detection methods and systems, investigate the needs of college teachers for code plagiarism detection, propose a method to parse the source code, and then use the RKR-GST algorithm to calculate the similarity between the codes.","","979-8-3503-1452-6","10.1109/AINIT59027.2023.10212887","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212887","Software Development;RKR-GST Algorithm;Code Similarity;Plagiarism Detection;Internet","Seminars;Codes;Pandemics;Plagiarism;Source coding;Software algorithms;Education","","1","","15","IEEE","21 Aug 2023","","","IEEE","IEEE Conferences"
"Toddler: Detecting performance problems via similar memory-access patterns","A. Nistor; L. Song; D. Marinov; S. Lu","University of Illinois at Urbana-Champaign, USA; University of Wisconsin-Madison, USA; University of Illinois at Urbana-Champaign, USA; University of Wisconsin-Madison, USA",2013 35th International Conference on Software Engineering (ICSE),"26 Sep 2013","2013","","","562","571","Performance bugs are programming errors that create significant performance degradation. While developers often use automated oracles for detecting functional bugs, detecting performance bugs usually requires time-consuming, manual analysis of execution profiles. The human effort for performance analysis limits the number of performance tests analyzed and enables performance bugs to easily escape to production. Unfortunately, while profilers can successfully localize slow executing code, profilers cannot be effectively used as automated oracles. This paper presents Toddler, a novel automated oracle for performance bugs, which enables testing for performance bugs to use the well established and automated process of testing for functional bugs. Toddler reports code loops whose computation has repetitive and partially similar memory-access patterns across loop iterations. Such repetitive work is likely unnecessary and can be done faster. We implement Toddler for Java and evaluate it on 9 popular Java codebases. Our experiments with 11 previously known, real-world performance bugs show that Toddler finds these bugs with a higher accuracy than the standard Java profiler. Using Toddler, we also found 42 new bugs in six Java projects: Ant, Google Core Libraries, JUnit, Apache Collections, JDK, and JFreeChart. Based on our bug reports, developers so far fixed 10 bugs and confirmed 6 more as real bugs.","1558-1225","978-1-4673-3076-3","10.1109/ICSE.2013.6606602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6606602","","Computer bugs;Pediatrics;Java;Testing;Libraries;Instruments;Data structures","","54","1","38","IEEE","26 Sep 2013","","","IEEE","IEEE Conferences"
"University of Kentucky TraceLab Component Similarity Matrix Voting Merge","J. Payne; J. Huffman Hayes","Computer Science, University of Kentucky, Lexington, Kentucky, USA; Computer Science, University of Kentucky, Lexington, Kentucky, USA",2019 IEEE/ACM 10th International Symposium on Software and Systems Traceability (SST),"5 Sep 2019","2019","","","17","20","We present one of the University of Kentucky TraceLab components, Similarity Matrix Voting Merge. In this paper, we highlight some particularly interesting aspects of the component such as challenges faced when developing it and while implementing unit testing for the project. Finally, we provide an example of the component being used in a TraceLab experiment. A link for download of the component is provided.","2157-2194","978-1-7281-2255-7","10.1109/SST.2019.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823743","TraceLab, components, traceability, unit testing","Reactive power;Testing;Matrix converters;Software engineering;Semantics;Indexing;C# languages","","","","8","IEEE","5 Sep 2019","","","IEEE","IEEE Conferences"
"SAB: Stacking Action Blocks for Efficiently Generating Diverse Multimodal Critical Driving Scenario","S. Kang; H. Guo; Z. Bo; L. Zhang; Q. Dong; Y. Xue; Y. Wu","University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Institute of Software Chinese Academy of Sciences, Beijing, China; Institute of Software Chinese Academy of Sciences, Beijing, China; Institute of Software Chinese Academy of Sciences, Beijing, China; Institute of Software Chinese Academy of Sciences, Beijing, China",2023 30th Asia-Pacific Software Engineering Conference (APSEC),"2 Apr 2024","2023","","","211","220","Exploring critical scenarios for autonomous driving is a challenging task that requires effectively generating diverse multimodal scenarios from an infinite parameter space. However, most search-based methods encounter the mode collapse problem, leading to the generation of similar concrete scenarios for a given logical scenario. Besides, they require training different models for potentially diverse logical scenarios, which consume considerable time. To tackle these challenges, we propose the Stacked Action Blocks (SAB) framework inspired by reusable modularity in software architecture. In this framework, we extract atomic actions from logical scenarios and train each atomic action using a multimodal model as an action block to mitigate the impact of mode collapse. By reusing these trained action blocks, we compose diverse critical scenarios, thereby reducing training costs. We extensively evaluated our approach in four complex driving scenarios and achieved superior performance in the Critical Scenario Generation (CSG) task compared to heuristic methods and search-based methods. We demonstrate that the independent training of these action blocks that are reusable and modular is an effective way to find diverse multimodal critical driving scenarios. In addition, we show that the driving policy becomes better at avoiding collisions after fine-tuning based on these critical scenarios.","2640-0715","979-8-3503-4417-2","10.1109/APSEC60848.2023.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479431","autonomous car;autonomous driving;AI test;reinforcement learning;critical scenario generation;simulation test","Training;Costs;Software architecture;Stacking;Search problems;Scenario generation;Task analysis","","","","50","IEEE","2 Apr 2024","","","IEEE","IEEE Conferences"
"Predicting expert developers for newly reported bugs using frequent terms similarities of bug attributes","N. K. Nagwani; S. Verma","Department of Computer Science & Engineering, National Institute of Technology, Raipur, India; Department of E&TC Engineering, National Institute of Technology, Raipur, India",2011 Ninth International Conference on ICT and Knowledge Engineering,"16 Feb 2012","2012","","","113","117","A software bug repository not only contains the data about software bugs, but also contains the information about the contribution of developers, quality engineers (testers), managers and other team members. It contains the information about the efforts of team members involved in resolving the software bugs. This information can be analyzed to identify some useful knowledge patterns. One such pattern is identifying the developers, who can help in resolving the newly reported software bugs. In this paper a new algorithm is proposed to discover experts for resolving the newly assigned software bugs. The purpose of proposed algorithm is two fold. First is to identify the appropriate developers for newly reported bugs. And second is to find the expertise for newly reported bugs that can help other developers to fix these bugs if required. All the important information in software bug reports is of textual data types like bug summary, description etc. The algorithm is designed using the analysis of this textual information. Frequent terms are generated from this textual information and then term similarity is used to identify appropriate experts (developers) for the newly reported software bug.","2157-099X","978-1-4577-2162-5","10.1109/ICTKE.2012.6152388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6152388","Software Bug Repositories;Bug Mining;Expert Finding;Faster Bug Fixing","Software;Computer bugs;Data mining;Software algorithms;Vocabulary;Conferences;Prediction algorithms","","13","","14","IEEE","16 Feb 2012","","","IEEE","IEEE Conferences"
"Frankencode: Creating Diverse Programs Using Code Clones","H. Borck; M. Boddy; I. J. De Silva; S. Harp; K. Hoyme; S. Johnston; A. Schwerdfeger; M. Southern","Adventium Labs, Minneapolis, MN; Adventium Labs, Minneapolis, MN; Adventium Labs., Minneapolis, MN, USA; Adventium Labs, Minneapolis, MN; Adventium Labs, Minneapolis, MN; Adventium Labs, Minneapolis, MN; Adventium Labs, Minneapolis, MN; Adventium Labs, Minneapolis, MN, USA","2016 IEEE 23rd International Conference on Software Analysis, Evolution, and Reengineering (SANER)","23 May 2016","2016","1","","604","608","In this paper, we present an approach to detecting novel cyber attacks though a form of program diversification, similar to the use of n-version programming for fault tolerant systems. Building on extensive previous and ongoing work by others on the use of code clones in a wide variety of areas, our Functionally Equivalent Variants using Information Synchronization (FEVIS) system automatically generates program variants to berun in parallel, seeking to detect attacks through divergence in behavior. Unlike approaches to diversification that only change program memory layout and behavior, FEVIS can detect attacks exploiting vulnerabilities in execution timing, string processing, and other logic errors. We are in the early stages of research and development for this approach, but have made sufficient progress to provide a proof of concept and some lessons learned. In this paper we describe FEVIS and its application to diversifying an open-source webserver, with results on several different example classes of attack which FEVIS will detect.","","978-1-5090-1855-0","10.1109/SANER.2016.95","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7476681","Code Clones;Cyber Security;Software Diversity","Cloning;Redundancy;Semantics;Synchronization;Open source software;Manuals","","2","","13","IEEE","23 May 2016","","","IEEE","IEEE Conferences"
"A Comparative Analysis of Text Embedding Models for Bug Report Semantic Similarity","A. Patil; K. Han; A. Jadon","Juniper Networks, Sunnyvale, USA; Juniper Networks, Sunnyvale, USA; Juniper Networks, Sunnyvale, USA",2024 11th International Conference on Signal Processing and Integrated Networks (SPIN),"9 May 2024","2024","","","262","267","Bug reports are an essential aspect of software development, and it is crucial to identify and resolve them quickly to ensure the consistent functioning of software systems. Retrieving similar bug reports from an existing database can help reduce the time and effort required to resolve bugs. In this paper, we compared the effectiveness of semantic textual similarity methods for retrieving similar bug reports based on a similarity score. We explored several embedding models such as TF-IDF (Baseline), FastText, Gensim, BERT, and ADA. We used the Software Defects Data containing bug reports for various software projects to evaluate the performance of these models. Our experimental results showed that BERT generally outperformed the rest of the models regarding recall, followed by ADA, Gensim, FastText, and TFIDF. Our study provides insights into the effectiveness of different embedding methods for retrieving similar bug reports and highlights the impact of selecting the appropriate one for this task. Our code is available on GitHub.","2688-769X","979-8-3503-0843-3","10.1109/SPIN60856.2024.10512000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10512000","ADA;BERT;Bug Reports;Defect Reports;Duplicate Detection;Embeddings;FastText;Gensim;GPT3;GPT3.5;Information Retrieval;Large Language Models;LLM;Natural Language Processing;Sentence Textual Similarity;Similarity Search","Training;Analytical models;Limiting;Databases;Computer bugs;Semantics;Software systems","","","","25","IEEE","9 May 2024","","","IEEE","IEEE Conferences"
