"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Heterogeneous dataflow architectures for FPGA-based sparse LU factorization","Siddhartha; N. Kapre","Nanyang Technological University, Singapore, Singapore, SG; Nanyang Technological University, Singapore, Singapore, SG",2014 24th International Conference on Field Programmable Logic and Applications (FPL),"20 Oct 2014","2014","","","1","4","FPGA-based token dataflow architectures with heterogeneous computation and communication subsystems can accelerate hard-to-parallelize, irregular computations in sparse LU factorization. We combine software pre-processing and architecture customization to fully expose and exploit the underlying heterogeneity in the factorization algorithm. We perform a one-time pre-processing of the sparse matrices in software to generate dataflow graphs that capture raw parallelism in the computation through substitution and reassociation transformations. We customize the dataflow architecture by picking the right mixture of addition and multiplication processing elements to match the observed balance in the dataflow graphs. Additionally, we modify the network-onchip to route certain critical dependencies on a separate, faster communication channel while relegating less-critical traffic to the existing channels. Using our techniques, we show how to achieve speedups of up to 37% over existing state-of-the-art FPGA-based sparse LU factorization systems that can already run 3–4× faster than CPU-based sparse LU solvers using the same hardware constraints.","1946-1488","978-3-00-044645-0","10.1109/FPL.2014.6927401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927401","","Benchmark testing;Computer architecture;Field programmable gate arrays;Sparse matrices;Hardware;Parallel processing;Optimization","","2","2","4","","20 Oct 2014","","","IEEE","IEEE Conferences"
"Sparse Support Vector Machine for pattern recognition","G. Chen; T. D. Bui; A. Krzyżak","Department of Computer Science and Software Engineering, Concordia University, Montreal, QUE, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QUE, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QUE, Canada",2013 International Conference on High Performance Computing & Simulation (HPCS),"21 Oct 2013","2013","","","601","606","Support Vector Machine (SVM) is one of the most famous classification techniques in the pattern recognition community. However, due to outliers in the training samples, the SVM tend to be over-trained. This means that the generalization ability of the SVM will decrease for further training. In this paper, we borrow the idea of compressive sensing/sparse representation and apply it to the SVM. Our method can achieve higher classification rates than the standard SVM due to the sparser support vectors. Experimental results conducted in this paper show that our proposed technique is feasible in practical pattern recognition applications.","","978-1-4799-0838-7","10.1109/HPCSim.2013.6641476","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6641476","Support vector machines (SVM);pattern recognition;image processing;machine learning","Support vector machines;Kernel;Standards;Training;Optimization;Pattern recognition;Minimization","","1","","12","IEEE","21 Oct 2013","","","IEEE","IEEE Conferences"
"Differencing Graphical User Interfaces","M. Grechanik; C. W. Mao; A. Baisal; D. Rosenblum; B. M. M. Hossain","University of Illinois at Chicago, Chicago, IL; NA; University of Illinois at Chicago, Chicago, IL; University of Illinois at Chicago, Chicago, IL; Inst. of Inf. Technol., Univ. of Dhaka, Dhaka, Bangladesh","2018 IEEE International Conference on Software Quality, Reliability and Security (QRS)","6 Aug 2018","2018","","","203","214","Graphical User Interface (GUI)-based APplications (GAPs) are ubiquitous and provide a wealth of sophisticated services. Nontrivial GAPs evolve through many versions, and understanding how GUIs of different versions of GAPs differ is crucial for various software quality tasks such as testing, cross-platform UI comparison and project effort estimation. Yet despite the criticality of automating GUI differencing, it is a manual, tedious, and laborious task. We offer a novel approach for differencing GUIs that combines tree edit distance measure algorithms with accessibility technologies for obtaining GUI models in a non-intrusive, platform and language-independent way, and it does not require the source code of GAPs. We developed a tool called GUI DifferEntiator (GUIDE) that allows users to difference GUIs of running GAPs. To evaluate GUIDE, we created an experimental platform that generates random GUIs with controlled differentials among them that serve as oracles. GUIDE enables researchers to plug-and-play various GUI differencing algorithms and to automatically run experiments. We evaluated GUIDE on 5,000 pairs of generated complex GUIs and three open-source GAPs and the results of our evaluation suggest that GUIDE can find differences between GUIs with a high degree of automation and precision.","","978-1-5386-7757-5","10.1109/QRS.2018.00034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424972","differencing, GUI, tree-edit, algorithms, accessibility, testing, similarity, generator, comparison","Graphical user interfaces;Testing;Task analysis;Microsoft Windows;Estimation;Computational modeling;Libraries","","3","1","61","IEEE","6 Aug 2018","","","IEEE","IEEE Conferences"
"DeepLSH: Deep Locality-Sensitive Hash Learning for Fast and Efficient Near-Duplicate Crash Report Detection","Y. Remil; A. Bendimerad; R. Mathonat; C. Raissi; M. Kaytoue","INSA Lyon, Infologic R&D, Bourg-Lès-Valence, France; Infologic R&D, Bourg-Lès-Valence, France; Infologic R&D, Bourg-Lès-Valence, France; Riot Games, Singapore; INSA Lyon, Infologic R&D, Bourg-Lès-Valence, France",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),"14 Jun 2024","2024","","","2445","2456","Automatic crash bucketing is a crucial phase in the software de-velopment process for efficiently triaging bug reports. It generally consists in grouping similar reports through clustering techniques. However, with real-time streaming bug collection, systems are needed to quickly answer the question: What are the most similar bugs to a new one?, that is, efficiently find near-duplicates. It is thus natural to consider nearest neighbors search to tackle this problem and especially the well-known locality-sensitive hashing (LSH) to deal with large datasets due to its sublinear performance and theoretical guarantees on the similarity search accuracy. Surprisingly, LSH has not been considered in the crash bucketing literature. It is indeed not trivial to derive hash functions that satisfy the so-called locality-sensitive property for the most advanced crash bucketing metrics. Consequently, we study in this paper how to leverage LSH for this task. To be able to consider the most relevant metrics used in the literature, we introduce DeepLsh, a Siamese DNN architecture with an original loss function, that perfectly approximates the locality-sensitivity property even for Jaccard and Cosine metrics for which exact LSH solutions exist. We support this claim with a series of experiments on an original dataset, which we make available.","1558-1225","979-8-4007-0217-4","10.1145/3597503.3639146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548326","Crash deduplication;Stack trace similarity;Approximate nearest neighbors;Locality-sensitive hashing;Siamese neural networks","Measurement;Hash functions;Computer bugs;Neural networks;Nearest neighbor methods;Search problems;Software","","","","41","","14 Jun 2024","","","IEEE","IEEE Conferences"
"Using Handle system to provide persistent identifiers for diploma","M. A. Hisseine; D. Chen; X. Yang; X. Wang","College of electronic and information engineering, Tongji University, Shanghai, China; College of electronic and information engineering, Tongji University, Shanghai, China; College of electronic and information engineering, Tongji University, Shanghai, China; Yichang Testing Technique Research Institute, Yichang, China",2022 2nd International Conference on Consumer Electronics and Computer Engineering (ICCECE),"21 Feb 2022","2022","","","68","73","One of the essential factors for recruiters in a selection process is study background. It is, therefore, crucial to verify the authenticity of diplomas. Currently, it's easy to make a fake diploma with some software. Some websites can also generate one in a few minutes. You just need to give your information and pay some money. Between lies on the resume, fake documents, buying diplomas, producing real fake certificates, recruiters have a hard time dealing with candidates who come forward. This paper proposes to combine the handle system with blockchain technology to avoid this scourge. The handle system will provide to each diploma delivered by an institution a persistent identifier and will use blockchain technology to store and secure the data. The system will give all graduated students a unique identifier to check quickly and indefinitely their diplomas and grades.","","978-1-6654-0886-8","10.1109/ICCECE54139.2022.9712843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712843","Handle system;MPAs;GHR;LHS;diploma;persistent identifiers;uniqueness;blockchain","Resumes;Persistent identifiers;Software;Blockchains;Consumer electronics","","","","11","IEEE","21 Feb 2022","","","IEEE","IEEE Conferences"
"Ordered Subspace Clustering With Block-Diagonal Priors","F. Wu; Y. Hu; J. Gao; Y. Sun; B. Yin","Beijing Municipal Key Laboratory of Multimedia and Intelligent Software Technology, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; Beijing Municipal Key Laboratory of Multimedia and Intelligent Software Technology, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; School of Computing and Mathematics, Charles Sturt University, Bathurst, NSW, Australia; Beijing Municipal Key Laboratory of Multimedia and Intelligent Software Technology, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; Beijing Municipal Key Laboratory of Multimedia and Intelligent Software Technology, Beijing University of Technology, Beijing, China",IEEE Transactions on Cybernetics,"20 May 2017","2016","46","12","3209","3219","Many application scenarios involve sequential data, but most existing clustering methods do not well utilize the order information embedded in sequential data. In this paper, we study the subspace clustering problem for sequential data and propose a new clustering method, namely ordered sparse clustering with block-diagonal prior (BD-OSC). Instead of using the sparse normalizer in existing sparse subspace clustering methods, a quadratic normalizer for the data sparse representation is adopted to model the correlation among the data sparse coefficients. Additionally, a block-diagonal prior for the spectral clustering affinity matrix is integrated with the model to improve clustering accuracy. To solve the proposed BD-OSC model, which is a complex optimization problem with quadratic normalizer and block-diagonal prior constraint, an efficient algorithm is proposed. We test the proposed clustering method on several types of databases, such as synthetic subspace data set, human face database, video scene clips, motion tracks, and dynamic 3-D face expression sequences. The experiments show that the proposed method outperforms state-of-the-art subspace clustering methods.","2168-2275","","10.1109/TCYB.2015.2500821","Australian Research Council(grant numbers:DP130100364); National Natural Science Foundation of China(grant numbers:61390510,61133003,61370119,61171169,61227004); Beijing Natural Science Foundation(grant numbers:4132013); Project for Academic Human Resources Development in Institutions of Higher Learning Under the Jurisdiction of Beijing Municipality; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7339439","Low rank representation (LRR);ordered sparse clustering;sparse representation;sparse subspace clustering (SSC);spectral clustering","Clustering methods;Sparse matrices;Data models;Laplace equations;Zirconium;Optimization;Clustering algorithms","","23","","43","IEEE","26 Nov 2015","","","IEEE","IEEE Journals"
"Sparse Weighted Naive Bayes Classifier for Efficient Classification of Categorical Data","Z. Zheng; Y. Cai; Y. Yang; Y. Li","Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Guilin, China; Chinese Academy of Sciences, Key Laboratory for Biomedical Informatics and Health Engineering, Shenzhen, China; Chinese Academy of Sciences, Key Laboratory for Biomedical Informatics and Health Engineering, Shenzhen, China; Chinese Academy of Sciences, Key Laboratory for Biomedical Informatics and Health Engineering, Shenzhen, China",2018 IEEE Third International Conference on Data Science in Cyberspace (DSC),"19 Jul 2018","2018","","","691","696","Feature selection has become a key challenge in machine learning with the rapid growth of data size in real-world applications. However, existing feature selection methods mainly focus on numeric data, which will lead to quality loss when handling classification problems involving categorical variables. In this paper, we proposed an improvement of Bayesian Classifier with the sparse regression technology. To the best of our knowledge, this is the first attempt to extend sparse regression for directly process of categorical variables. We implemented the idea for the case of weighted naive Bayes classifier. The introduction of L1 regularized learning ensures the algorithm to retain only a minimal subset of variables for model building, while at the same time achieves a near-optimal decision hyper-plane, which leads to excellent performance in case of high dimensional or small sample size situations. We carried out benchmark test on five UCI benchmark categorical data sets, which proved that the proposed algorithm have competitive performances over the original weighted naive bayes classifier and several state-of-the-art feature selection methods including L1 logistic regression and SVM-RFE.","","978-1-5386-4210-8","10.1109/DSC.2018.00110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8411931","weighted naive Bayes, feature selection, sparse regression, L1 regularized learning","Handheld computers;Biomedical informatics;Conferences;Data science;Cyberspace;Software;Graphics","","6","","27","IEEE","19 Jul 2018","","","IEEE","IEEE Conferences"
"Fault diagnosis for sparsely interconnected multiprocessor systems","D. M. Blough; G. F. Sullivan; G. M. Masson","Department of Electrical Engineering, University of California, Irvine, CA, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA",[1989] The Nineteenth International Symposium on Fault-Tolerant Computing. Digest of Papers,"6 Aug 2002","1989","","","62","69","The authors present a general approach to fault diagnosis that is widely applicable and requires only a limited number of connections among units. Each unit in the system forms a private opinion on the status of each of its neighboring units based on duplication of jobs and comparison of job results over time. A diagnosis algorithm that consists of simply taking a majority vote among the neighbors of a unit to determine the status of that unit is then executed. The performance of this simple majority-vote diagnosis algorithm is analyzed using a probabilistic model for the faults in the system. It is shown that with high probability, for systems composed of n units, the algorithm will correctly identify the status of all units when each unit is connected to O(log n) other units. It is also shown that the algorithm works with high probability in a class of systems in which the average number of neighbors of a unit is constant. The results indicate that fault diagnosis can in fact be achieved quite simply in multiprocessor systems containing a low to moderate number of testing conditions.<>","","0-8186-1959-7","10.1109/FTCS.1989.105544","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=105544","","Fault diagnosis;Multiprocessing systems;Circuit faults;System testing;Computer science;Voting;Hypercubes;Application software;Algorithm design and analysis;Large-scale systems","","23","1","16","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Improving the locality of the sparse matrix-vector product on shared memory multiprocessors","J. C. Pichel; D. B. Heras; J. C. Cabaleiro; F. F. Rivera","Department Electrónica e Computarcín, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Department Electrónica e Computarcín, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Department Electrónica e Computarcín, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Department Electrónica e Computarcín, Universidade de Santiago de Compostela, Santiago de Compostela, Spain","12th Euromicro Conference on Parallel, Distributed and Network-Based Processing, 2004. Proceedings.","8 Mar 2004","2004","","","66","71","We extend a model of locality and the subsequent process of locality improvement previously developed for the case of sparse algebra codes in monoprocessors to the case of NUMA shared memory multiprocessors (SMPs). In particular the product of a sparse matrix by a dense vector (SpM/spl times/V) is studied. In the model, locality is established at run-time considering parameters that describe the structure of the sparse matrix involved in the computations. The problem of increasing the locality is formulated as a graph problem, whose solution indicates some appropriate reordering of rows and columns of the sparse matrix. The reordering algorithms were tested for a broad set of matrices. We have also performed a comparison with other reordering algorithms. The results lead to general conclusions about improving SMP performance for other sparse algebra codes.","1066-6192","0-7695-2083-9","10.1109/EMPDP.2004.1271429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1271429","","Sparse matrices;Algebra;Algorithm design and analysis;Runtime;Testing;Kernel;Computer graphics;Application software;Data structures;Bandwidth","","19","","16","IEEE","8 Mar 2004","","","IEEE","IEEE Conferences"
"Application of total least squares (TLS) to the design of sparse signal representation dictionaries","S. F. Cotter; B. D. Rao","Electrical and Computer Engineering Department, University of California, San Diego, La Jolla, CA, USA; Electrical and Computer Engineering Department, University of California, San Diego, La Jolla, CA, USA","Conference Record of the Thirty-Sixth Asilomar Conference on Signals, Systems and Computers, 2002.","7 May 2003","2002","1","","963","966 vol.1","Sparse signal representation has been the subject of much research in recent years in a variety of applications. We address the problem of learning a dictionary of waveforms from a given set of data signals, which may then be used to provide efficient and meaningful signal decompositions. We motivate and develop a total least squares (TLS) based algorithm. Through a series of simulations using a known test-case dictionary, it is shown that the TLS algorithm gives a substantial performance improvement over a previously proposed least squares (LS) algorithm in correctly learning the generating dictionary vectors.","1058-6393","0-7803-7576-9","10.1109/ACSSC.2002.1197319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1197319","","Least squares methods;Signal design;Signal representations;Dictionaries;Matching pursuit algorithms;Testing;Fourier transforms;Discrete wavelet transforms;Application software;Signal resolution","","3","","10","IEEE","7 May 2003","","","IEEE","IEEE Conferences"
