"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Clone analysis and detection in android applications","H. Niu; T. Yang; S. Niu","Beijing Key Lab of Intelligent Telecommunication Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Lab of Intelligent Telecommunication Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Lab of Intelligent Telecommunication Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China",2016 3rd International Conference on Systems and Informatics (ICSAI),"9 Jan 2017","2016","","","520","525","With the rapid development of mobile application markets, smart phones and mobile devices are more and more popular and widely used. However, at the same time that brings more disadvantages to users such as the probability of user information leakage is higher. Among any other threats, Android application cloning has brought tremendous risks to the market environment. It is not always feasible to distinguish the applications by comparing application release dates or file sizes. In this paper, we perform a systematic analysis in Android applications. We test the difference of obfuscated and not obfuscated applications by Androguard to verify its resistance against Proguard at first. Then explain that modified applications may bring some disadvantages to unsuspecting users by smali instrumentation. We compute the similarity value of modified and original apps with Androguard. Finally, we use a testing tool based Robotium to detect the details such as the UI of applications. The experimental results proved the effectiveness of the system in similarity detection. And we present the application of image processing technology in the similarity detection.","","978-1-5090-5521-0","10.1109/ICSAI.2016.7811010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7811010","Android;Smali instrumentation;Clone analysis;Similarity","Androids;Humanoid robots;Smart phones;Cloning;Instruments;Feature extraction","","6","","29","IEEE","9 Jan 2017","","","IEEE","IEEE Conferences"
"Motion Vector Search Algorithm for Motion Compensation in Video Encoding","A. Bondarchuk; O. Dibrivniy; V. Grebenyk; V. Onyshchenko","Software engineering department, State university of telecommunications, Kyiv, Ukraine; Software engineering department, State university of telecommunications, Kyiv, Ukraine; Software engineering department, State university of telecommunications, Kyiv, Ukraine; Department of Information Systems and Technologies, National Technical University of Ukraine «Igor Sikorsky Kyiv Polytechnic Institute»;, Kyiv, Ukraine","2021 IEEE 8th International Conference on Problems of Infocommunications, Science and Technology (PIC S&T)","16 May 2022","2021","","","345","348","As a result of a combination of template comparison for estimating block similarity, edge selection algorithms and an improved block search method, two versions of a generalized method for finding motion vectors, called TFEMVFAS (Three by Frame Edge Map Motion Vector Field Adaptive Search), were proposed. Both modifications of the method were tested according to the comprehensive testing recommendations of the international commission MPEG for the evaluation of complex video tools, on the example of 13 video sequences, with different bitrates. The effect of increasing the size of the blocks on which the image is divided on the PSNR value and the maximum acceleration was also investigated.","","978-1-6654-0682-6","10.1109/PICST54195.2021.9772109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9772109","artificial intelligence;video stream compression;motion vector;image similarity evaluation;edge selection;LoG;Canny;block search method","Measurement;Image coding;Uncertainty;Laplace equations;Search methods;Image edge detection;Video sequences","","","","13","IEEE","16 May 2022","","","IEEE","IEEE Conferences"
"Investigating the impact of combined similarity metrics and POS tagging in extrinsic text plagiarism detection system","Vani K; D. Gupta","Department of Computer Science, Amrita School of Engineering, Bangalore, India; Department of Mathematics, Amrita School of Engineering, Bangalore, India","2015 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","28 Sep 2015","2015","","","1578","1584","Plagiarism is an illicit act which has become a prime concern mainly in educational and research domains. This deceitful act is usually referred as an intellectual theft which has swiftly increased with the rapid technological developments and information accessibility. Thus the need for a system/ mechanism for efficient plagiarism detection is at its urgency. In this paper, an investigation of different combined similarity metrics for extrinsic plagiarism detection is done and it focuses on unfolding the importance of combined similarity metrics over the commonly used single metric usage in plagiarism detection task. Further the impact of utilizing part of speech tagging (POS) in the plagiarism detection model is analyzed. Different combinations of the four single metrics, Cosine similarity, Dice coefficient, Match coefficient and Fuzzy-Semantic measure is used with and without POS tag information. These systems are evaluated using PAN1 -2014 training and test data set and results are analyzed and compared using standard PAN measures, viz, recall, precision, granularity and plagdet_score.","","978-1-4799-8792-4","10.1109/ICACCI.2015.7275838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7275838","Extrinsic Plagiarism;POS tagging;Vector Space Model;Single Metrics;Combined Metrics","Measurement;Plagiarism;Tagging;Semantics;Feature extraction;Training;Speech","","12","","19","IEEE","28 Sep 2015","","","IEEE","IEEE Conferences"
"Building a Question Answering System for the Manufacturing Domain","L. Xingguang; C. Zhenbo; S. Zhengyuan; Z. Haoxin; M. Hangcheng; X. Xuesong; X. Gang","College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China",IEEE Access,"25 Jul 2022","2022","10","","75816","75824","The design or simulation analysis of special equipment products must follow the national standards, and hence it may be necessary to repeatedly consult the contents of the standards in the design process. However, it is difficult for the traditional question answering system based on keyword retrieval to give accurate answers to technical questions. Therefore, we use natural language processing techniques to design a question answering system for the decision-making process in pressure vessel design. To solve the problem of insufficient training data for the technology question answering system, we propose a method to generate questions according to a declarative sentence from several different dimensions so that multiple question-answer pairs can be obtained from a declarative sentence. In addition, we designed an interactive attention model based on a bidirectional long short-term memory (BiLSTM) network to improve the performance of the similarity comparison of two question sentences. Finally, the performance of the question answering system was tested on public and technical domain datasets.","2169-3536","","10.1109/ACCESS.2022.3191678","National Science Foundation of China(grant numbers:61976193); Zhejiang Natural Science Foundation of China(grant numbers:LY19F020034); Science and Technology Key Research Planning Project of Zhejiang Province of China(grant numbers:2021C03136); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9831785","Question answering system;BiLSTM;interactive attention;similarity comparison;design standard","Standards;Decision making;Manufacturing;Question answering (information retrieval);Elevators;Semantics;Libraries","","7","","35","CCBY","18 Jul 2022","","","IEEE","IEEE Journals"
"Consistent iterative hard thresholding for signal declipping","S. Kitic; L. Jacques; N. Madhu; M. P. Hopwood; A. Spriet; C. De Vleeschouwer","ELEN Departement, ICTEAM, Université catholique de Louvain, Belgium; ELEN Departement, ICTEAM, Université catholique de Louvain, Belgium; NXP Software, Leuven, Belgium; NXP Software, Leuven, Belgium; NXP Software, Leuven, Belgium; ELEN Departement, ICTEAM, Université catholique de Louvain, Belgium","2013 IEEE International Conference on Acoustics, Speech and Signal Processing","21 Oct 2013","2013","","","5939","5943","Clipping or saturation in audio signals is a very common problem in signal processing, for which, in the severe case, there is still no satisfactory solution. In such case, there is a tremendous loss of information, and traditional methods fail to appropriately recover the signal. We propose a novel approach for this signal restoration problem based on the framework of Iterative Hard Thresholding. This approach, which enforces the consistency of the reconstructed signal with the clipped observations, shows superior performance in comparison to the state-of-the-art declipping algorithms. This is confirmed on synthetic and on actual high-dimensional audio data processing, both on SNR and on subjective user listening evaluations.","2379-190X","978-1-4799-0356-6","10.1109/ICASSP.2013.6638804","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6638804","Signal Clipping;Sparse Recovery;Inverse Problems;Greedy Methods;Audio Processing","Vectors;Signal to noise ratio;Approximation methods;Compressed sensing;Benchmark testing;Speech","","30","","20","IEEE","21 Oct 2013","","","IEEE","IEEE Conferences"
"Efficient hardware implementation of PSO-based object tracking system","N. N. Morsi; M. B. Abdelhalim; K. A. Shehata","Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt","2013 International Conference on Electronics, Computer and Computation (ICECCO)","23 Jan 2014","2013","","","155","158","This paper proposes hardware design, modelling and implementation for object tracking system targeting video sequence based on Particle Swarm Optimization (PSO). The system uses Structural SIMilarity index (SSIM) as PSO's fitness function. In this paper, we describe Particle Swarm Optimisation algorithm and Structural SIMilarity index, and then we show how it has been simplified for hardware implementation and achieved better results than its software implementation counterpart. Finally, we present the proposed algorithm's performance that has been tested and evaluated over different video sequences, showing its adaption for tracking in real-time.","","978-1-4799-3343-3","10.1109/ICECCO.2013.6718252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6718252","PSO;Structural SIMilarity;Object Tracking;FPGA","Object tracking;Particle swarm optimization;Indexes;Hardware;Sociology;Statistics;Video sequences","","7","","15","IEEE","23 Jan 2014","","","IEEE","IEEE Conferences"
"FPGA implementation of PSO-based object tracking system using SSIM","N. N. Morsi; M. B. Abdelhalim; K. A. Shehata","Electronics and Communications Department, College of Engineering and Technology, Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), College of Computing and Information Technology (CCIT), Cairo, Egypt; Electronics and Communications Department, College of Engineering and Technology, Cairo, Egypt",2013 25th International Conference on Microelectronics (ICM),"10 Feb 2014","2013","","","1","4","In this paper, we present implementation of object tracking system targeting video sequence based on Particle Swarm Optimization (PSO) using Structural SIMilarity index (SSIM) as PSO's fitness function on field programmable gate array (FPGA). The proposed algorithm's performance has been tested and evaluated over different video sequences, showing its adaption for tracking in real-time. After presenting PSO algorithm and SSIM index, we show how the system's architecture has been simplified for FPGA implementation and achieved better results than its software implementation counterpart.","2159-1679","978-1-4799-3570-3","10.1109/ICM.2013.6735003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6735003","Particle Swarm Optimization (PSO);Structural SIMilarity (SSIM);Object Tracking;Hardware Implementation;Field Programmable Gate Array (FPGA)","Atmospheric measurements;Particle measurements;Missiles;Probability distribution;Clocks;Pattern recognition;Pipelines","","","","18","IEEE","10 Feb 2014","","","IEEE","IEEE Conferences"
"Hardware Development for Joint Sparse Decentralized Heterogeneous Data Fusion for Target Estimation","D. Shen; M. Guo; G. Chen; R. Niu; P. Zulch; E. Blasch","Intelligent Fusion Technology, Inc, Germantown, MD; Intelligent Fusion Technology, Inc, Germantown, MD; Intelligent Fusion Technology, Inc, Germantown, MD; Virginia Commonwealth University, Richmond; Air Force Research Lab. Information Directorate, Rome, NY; Air Force Office of Scientific Research, Arlington, VA",2022 IEEE Aerospace Conference (AERO),"10 Aug 2022","2022","","","1","12","For surveillance applications, users are typically interested in detecting and tracking targets of interest. In many surveillance systems, heterogeneous sensor data are collected by sensors of varying sensing modalities with different dimensionalities. However, individual sensing system collects only one kind of signal, leading to a lack of accuracy to characterize the target. One of the most popular approaches to overcome single sensor assessment is data fusion. In our recent work, a new joint-sparse data-level fusion (JSDLF) approach to integrate heterogeneous sensor data for target discovery is developed in the matter of using a decentralized architecture algorithm. Several decentralized implementations of the data-level fusion approach based on the JSDLF approach were developed and investigated in the software aspect. In this paper, the hardware development of this algorithm will be displayed. Several unmanned aerial vehicles (UAVs) were utilized as nodes for image or RF SIGINT data processing. Meanwhile, a computer with RF SIGINT data processing communicated with these nodes as decentralized architecture as the hardware development of this algorithm. The performance of the decentralized hardware development is represented in this paper and the results are comparable with only software development in the algorithm.","1095-323X","978-1-6654-3760-8","10.1109/AERO53065.2022.9843789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9843789","","Radio frequency;Target tracking;Surveillance;Software algorithms;Data integration;Computer architecture;Hardware","","","","31","IEEE","10 Aug 2022","","","IEEE","IEEE Conferences"
"Hardware accelerator for analytics of sparse data","E. Nurvitadhi; A. Mishra; Y. Wang; G. Venkatesh; D. Marr","Intel Corporation, Hillsboro, OR, USA; Intel Corporation, Hillsboro, OR, USA; Intel Corporation, Hillsboro, OR, USA; Intel Corporation, Hillsboro, OR, USA; Intel Corporation, Hillsboro, OR, USA","2016 Design, Automation & Test in Europe Conference & Exhibition (DATE)","28 Apr 2016","2016","","","1616","1621","Rapid growth of Internet led to web applications that produce large unstructured sparse datasets (e.g., texts, ratings). Machine learning (ML) algorithms are the basis for many important analytics workloads that extract knowledge from these datasets. This paper characterizes such workloads on a high-end server for real-world datasets and shows that a set of sparse matrix operations dominates runtime. Further, they run inefficiently due to low compute-per-byte and challenging thread scaling behavior. As such, we propose a hardware accelerator to perform these operations with extreme efficiency. Simulations and RTL synthesis to 14nm ASIC demonstrate significant performance and performance/Watt improvements over conventional processors, with only a small area overhead.","1558-1101","978-3-9815-3707-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7459571","Hardware accelerator;analytics;machine learning","Sparse matrices;Hardware;Servers;Uniform resource locators;Algorithm design and analysis;Runtime;Program processors","","8","6","21","","28 Apr 2016","","","IEEE","IEEE Conferences"
"A Computationally Efficient Neural Video Compression Accelerator Based on a Sparse CNN-Transformer Hybrid Network","S. Zhang; W. Mao; H. Shi; Z. Wang","School of Electronic Science and Engineering, Nanjing University, P. R. China; School of Integrated Circuits, Sun Yat-sen University, P. R. China; School of Electronic Science and Engineering, Nanjing University, P. R. China; School of Electronic Science and Engineering, Nanjing University, P. R. China","2024 Design, Automation & Test in Europe Conference & Exhibition (DATE)","10 Jun 2024","2024","","","1","6","Video compression is widely used in digital television, surveillance systems, and virtual reality. Real-time video decoding is crucial in practical scenarios. Recently, neural video compression (NVC) combines traditional coding with deep learning, achieving impressive compression efficiency. Nevertheless, the NVC models involve high computational costs and complex memory access patterns, challenging real-time hardware implementations. To relieve this burden, we propose an algorithm and hardware co-design framework named NVCA for video decoding on resource-limited devices. Firstly, a CNN-Transformer hybrid network is developed to improve compression performance by capturing multi-scale non-local features. In addition, we propose a fast algorithm-based sparse strategy that leverages the dual advantages of pruning and fast algorithms, sufficiently reducing computational complexity while maintaining video compression efficiency. Secondly, a reconfigurable sparse computing core is designed to flexibly support sparse convolutions and deconvolutions based on the fast algorithm-based sparse strategy. Furthermore, a novel heterogeneous layer chaining dataflow is incorporated to reduce off-chip memory traffic stemming from extensive inter-frame motion and residual information. Thirdly, the overall architecture of NVCA is designed and synthesized in TSMC 28nm CMOS technology. Extensive experiments demonstrate that our design provides superior coding quality and up to 22.7x decoding speed improvements over other video compression designs. Meanwhile, our design achieves up to 2.2x improvements in energy efficiency compared to prior accelerators.","1558-1101","978-3-9819263-8-5","10.23919/DATE58400.2024.10546891","National Key R&D Program of China(grant numbers:2022YFB4400604); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10546891","Neural video compression;CNN-Transformer;fast algorithm;pruning;hardware accelerator","Computer architecture;Video compression;Streaming media;Hardware;Real-time systems;Energy efficiency;Encoding","","","","26","","10 Jun 2024","","","IEEE","IEEE Conferences"
