"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Improving background subtraction using Local Binary Similarity Patterns","P. -L. St-Charles; G. -A. Bilodeau","Dept. of Computer & Software Eng., Ecole Polytechnique de Montréal, Montréal, QC, Canada; Dept. of Computer & Software Eng., Ecole Polytechnique de Montréal, Montréal, QC, Canada",IEEE Winter Conference on Applications of Computer Vision,"23 Jun 2014","2014","","","509","515","Most of the recently published background subtraction methods can still be classified as pixel-based, as most of their analysis is still only done using pixel-by-pixel comparisons. Few others might be regarded as spatial-based (or even spatiotemporal-based) methods, as they take into account the neighborhood of each analyzed pixel. Although the latter types can be viewed as improvements in many cases, most of the methods that have been proposed so far suffer in complexity, processing speed, and/or versatility when compared to their simpler pixel-based counterparts. In this paper, we present an adaptive background subtraction method, derived from the low-cost and highly efficient ViBe method, which uses a spatiotemporal binary similarity descriptor instead of simply relying on pixel intensities as its core component. We then test this method on multiple video sequences and show that by only replacing the core component of a pixel-based method it is possible to dramatically improve its overall performance while keeping memory usage, complexity and speed at acceptable levels for online applications.","1550-5790","978-1-4799-4985-4","10.1109/WACV.2014.6836059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6836059","","Spatiotemporal phenomena;Color;Vectors;Video sequences;Lighting;Analytical models;Maintenance engineering","","116","","30","IEEE","23 Jun 2014","","","IEEE","IEEE Conferences"
"A time-series similarity method for QRS morphology variation analysis","L. Wang; J. Yao; W. Zhang","School of Computer Science and Software Engineering, East China Normal University, Shanghai, China; School of Computer Science and Software Engineering, East China Normal University, Shanghai, China; School of Computer Science and Engineering, The University Of New South Wales, Sydney, Australia",2016 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"19 Jan 2017","2016","","","419","426","Electrocardiography is a common tool for detecting cardiovascular system diseases. In clinical, as the individual difference is an intrinsic feature of ECG, data distribution difference between training and testing data impacts on the accuracy of classifier. Automatic ECG classification satisfied clinical demand is urgently required. QRS is a main waves in a heartbeat. In this paper, we propose a complete framework for individual oriented QRS morphology variation analysis. The original signal is first preprocessed by re-sampling and smoothing, then symbolized by dynamic and static combined method. For similarity measure, an improved information entropy measure function based on the symbolic result is proposed and ECG domain knowledge is well utilized by the function. At last, the entropy function based unsupervised learning algorithm is presented for QRS complex similarity computation. Our algorithm dedicates to the individual data analysis combined with domain knowledge, which is free from any training data and more suitable for application. Comprehensive experiments show that the proposed entropy function achieves improvements over the general distance measure functions during QRS similarity measure. The clustering algorithm is effective at recognizing normal and abnormal QRS morphology.","","978-1-5090-1611-2","10.1109/BIBM.2016.7822554","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7822554","","Electrocardiography;Heart beat;Morphology;Time series analysis;Entropy;Algorithm design and analysis;Clustering algorithms","","","","21","IEEE","19 Jan 2017","","","IEEE","IEEE Conferences"
"Exploring Diverse Features for Sentiment Quantification Using Machine Learning Algorithms","K. Ayyub; S. Iqbal; E. U. Munir; M. W. Nisar; M. Abbasi","Department of Computer Science, COMSATS University Islamabad–Wah, Wah Cantonment, Pakistan; Department of Software Engineering, Al Ain University, Al Ain, UAE; Department of Computer Science, COMSATS University Islamabad–Wah, Wah Cantonment, Pakistan; Department of Computer Science, COMSATS University Islamabad–Wah, Wah Cantonment, Pakistan; Department of Computer Science, COMSATS University Islamabad–Wah, Wah Cantonment, Pakistan",IEEE Access,"13 Aug 2020","2020","8","","142819","142831","In the era of web 2.0, online forums, blogs and Twitter are becoming primary sources for sharing views, opinions and comments about different topics. Classifying these views, opinions and comments is known as sentiment analysis which is an active research area. Sentiment analysis has vast applications in different fields of life, such as marketing, e-commerce and business. Under the umbrella of sentiment analysis, sentiment quantification that deals with estimating relative frequency of class of interest is being investigated by researchers nowadays. In sentiment quantification, exploring effect of new features and comparison of diverse types of classifiers to assess their effectiveness needs further investigation. In this paper, we explore diverse feature sets and classifiers for sentiment quantification. In addition, empirical performance analysis of conventional machine learning techniques, ensemble-based methods and state-of-the-art deep learning algorithms on basis of features set, is performed. The computed results show that the diverse features sets affect the performance of classifiers in sentiment quantification. The results also confirm that the deep learning techniques perform better than the conventional machine learning algorithms.","2169-3536","","10.1109/ACCESS.2020.3011202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9146134","Deep learning;feature engineering;lexical feature;machine learning;sentiment quantification","Task analysis;Sentiment analysis;Classification algorithms;Support vector machines;Estimation;Machine learning;Probability","","24","","56","CCBY","22 Jul 2020","","","IEEE","IEEE Journals"
"CenterDA: Center-Aware Unsupervised Domain Adaptation Regularized by Class Diversity for Distracted Driver Recognition","Y. Liu; S. Du; S. Zhao; Z. Tian; N. Zheng","National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China; School of Software Engineering, Xi'an Jiaotong University, Xi'an, China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China",2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),"13 Feb 2024","2023","","","1092","1097","Unsupervised domain adaptation (UDA) suffers from misleading by misclassified samples when aligning the labeled source domain and the unlabeled target domain, which causes unreliable alignment and class overlap. In this paper, we propose a center-aware UDA algorithm for inter-domain alignment, along with class diversity regularization for target intra-domain separability. First, we align the class centers of the source and target domain by weighting the sample confidence to corresponding centers, to denoise the mislabeled samples. Second, we scatter the predictions of the target domain by minimizing the entropy of intra-class predictions and decreasing the similarity of inter-class distributions, which tackles the class overlap. The proposed method not only aligns the two domains but also increases the separability of the target domain, which results in improved target data classification performance. We validate the proposed method on behavior recognition and object recognition datasets, and the experimental results show that the method greatly alleviates the domain shift compared to the latest UDA methods. Code is available at: https://github.com/seizetheday00/Center-Aware-DA.","2153-0017","979-8-3503-9946-2","10.1109/ITSC57777.2023.10422204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10422204","","Codes;Prototypes;Prediction algorithms;Entropy;Robustness;Object recognition;Intelligent transportation systems","","","","19","IEEE","13 Feb 2024","","","IEEE","IEEE Conferences"
"Data-Driven Discovery of Social Network Dynamics","A. Bakhtiarnia; A. Fahim; E. M. Miandoab","School of Engineering Science, College of Engineering, University of Tehran, Tehran, Iran; School of Engineering Science, College of Engineering, University of Tehran, Tehran, Iran; School of Engineering Science, College of Engineering, University of Tehran, Tehran, Iran","2020 4th International Conference on Smart City, Internet of Things and Applications (SCIOT)","10 Nov 2020","2020","","","39","45","In recent years, rigorous mathematical frameworks have been developed for modelling complex networks such as social networks, which can be used to determine several of their properties such as the resilience of the network to external perturbation and the propagation time of signals within them. Several modern algorithms have been proposed in order to identify models of dynamical systems from big data, such as the well-known “sparse identification of nonlinear dynamics (SINDy)” algorithm. We modify this algorithm such that given data regarding the dynamics of a social network, the differential equation that best describes the underlying dynamics of the social network is identified in accordance with the aforementioned mathematical frameworks. Due to the massive growth of the activity within social networks, the efficiency and speed of such algorithms are becoming increasingly crucial. Testing the proposed algorithm on empirical data verifies the accuracy and efficiency of our approach.","","978-1-7281-9611-4","10.1109/SCIOT50840.2020.9250195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9250195","data-driven methods;social networks;sparse identification of nonlinear dynamical systems;machine learning","Social networking (online);Smart cities;Heuristic algorithms;Perturbation methods;Mathematical model;Testing;Resilience","","2","","12","IEEE","10 Nov 2020","","","IEEE","IEEE Conferences"
"Effect of Unique Table Implementation in the Performance of BDD Packages","J. P. Nespolo; R. D. Peralta; P. F. Butzen; A. I. Reis","PPGC; PGMICRO - Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; PGMICRO - Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; PPGC",2023 36th SBC/SBMicro/IEEE/ACM Symposium on Integrated Circuits and Systems Design (SBCCI),"28 Sep 2023","2023","","","1","6","This paper presents an evaluation of the data structures that implement the unique tables used to represent the Binary Decision Diagrams (BDD) nodes in the strong canonical form of BDDs. The unique table is an important element in BDDs, as it avoids re-computations and no duplicated nodes are created. The choice of the data structures used in the unique tables strongly affects the performance of BDD packages. Therefore, is important to identify some aspects that may contribute to the performance. We compare several implementations of unique tables intending to find the more efficient implementations for modern BDD packages using integers (as opposed to pointers) to identify nodes. Among the tested implementations of unique tables, the data structure using a hash table merged with BDD nodes has resulted in reductions of 34.6% in runtime and 43.5% in memory usage compared to the second-best for each criterion.","","979-8-3503-1834-0","10.1109/SBCCI60457.2023.10261960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10261960","Binary decision diagram;data structures;software performance evaluation","Performance evaluation;Integrated circuits;Boolean functions;Runtime;Binary decision diagrams;System analysis and design","","","","21","IEEE","28 Sep 2023","","","IEEE","IEEE Conferences"
"Enhancing Population Diversity by Integrating Iterative Local Search with Deep Convolutional Generative Adversarial Networks (GANs)","R. Yu; Y. Xu; H. Peng; M. -H. Chen","School of Software Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China; Department of Information Management, Yuan Ze University, Taoyuan, China",2022 26th International Conference on Pattern Recognition (ICPR),"29 Nov 2022","2022","","","4722","4728","Generative adversarial networks (GANs), which have powerful fitting ability and thus generate diverse samples, are efficient deep neural networks for generation tasks. GANs are rarely used to solve combinatorial optimization problems though they have great potential in the field of operational research. This paper presents a hybrid evolutionary algorithm (DCG-EA/I) driven by deep convolutional generative adversarial networks (DCGAN). First, the evolutionary individuals are encoded to fit the training of GANs. Then, an escaping strategy driven by DCGAN is proposed to expand evolutionary individuals space and enhance evolutionary population diversity. Moreover, we use a iterative local search 2-opt method to improve the quality of the solutions. Finally, a negative-as-positive mechanism is constructed so as to stabilize the training process of DCGAN and reduce the harm caused by mode collapse. The algorithm is tested on TSP standard library instances and real-world instances. Experimental results show that the proposed algorithm can mitigate the problem of local convergence and achieve competitive performances over other GAN-based algorithms.","2831-7475","978-1-6654-9062-7","10.1109/ICPR56361.2022.9956322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956322","generative adversarial networks;combinatorial optimization;evolutionary algorithm;local search","Training;Sociology;Evolutionary computation;Generative adversarial networks;Search problems;Hybrid power systems;Statistics","","","","31","IEEE","29 Nov 2022","","","IEEE","IEEE Conferences"
"On-line intrusion detection and attack prevention using diversity, generate-and-test, and generalization","J. C. Reynolds; J. Just; L. Clough; R. Maglich","Teknowledge Corporation, USA; Teknowledge Corporation, USA; Teknowledge Corporation, USA; Teknowledge Corporation, USA","36th Annual Hawaii International Conference on System Sciences, 2003. Proceedings of the","6 Feb 2003","2003","","","8 pp.","","We have built a system for protecting Internet services to securely connected, known users. It implements a generate-and-test approach for on-line attack identification and uses similarity rules for generalization of attack signatures. We can immediately protect the system from many variants of previously unknown attacks without debilitating waits for anti-virus updates or software patches. Unique to our approach is the use of diverse process pairs not only for isolation benefits but also for detection. The architecture uses the comparison of outputs from diverse applications to provide a significant and novel intrusion detection capability. With this technique, we gain the benefits of n-version programming without its controversial disadvantages. The isolation of intrusions is mainly achieved with an out-of-band control system that separates the primary and backup system. It also initiates attack diagnosis and blocking, and recovery, which is accelerated by continual repair.","","0-7695-1874-5","10.1109/HICSS.2003.1174911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174911","","Intrusion detection;Fault tolerant systems;Fault diagnosis;Fault tolerance;Hardware;Computer networks;Protection;Control systems;Data security;Error correction","","19","5","18","IEEE","6 Feb 2003","","","IEEE","IEEE Conferences"
"UAV as a Data Ferry for a Sparse Adaptive WSN","P. A. Karegar; A. Al-Anbuky","Electrical and Electronic Engineering, Auckland University of Technology, Auckland, New Zealand; Electrical and Electronic Engineering, Auckland University of Technology, Auckland, New Zealand",2022 27th Asia Pacific Conference on Communications (APCC),"15 Nov 2022","2022","","","284","289","Using UAVs as mobile data ferries can amplify ground network performance by mitigating the impact of horizontal radio pollution on the environment. Designing an energy-efficient UAV communication with a randomly distributed ground sensors via enhancing the ground network structure dependent to the UAV path has been one of the challenges for the UAV-assisted WSN data gathering efforts. This paper aims at developing an approach called ‘UAV Fuzzy Travel Path’ that supports UAV smooth trajectory planning in gathering data of distributed wireless sensors over a large space. The dynamic orchestration of ground wireless sensors grouping has been considered in this paper for improving the network performance in data collection. This offers a more dynamic and flexible network that interact with the UAV planned path. Preliminary results of testbed simulations reflect that the proposed software define ground network system has presented promising outcomes in terms of network performances such as network latency and packet delivery rate. Further work is required for testing the scheme on a wider range of software defined WSN and UAV flight formations.","2163-0771","978-1-6654-9927-9","10.1109/APCC55198.2022.9943645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9943645","Unmanned Aerial Vehicle (UAV);Wireless Sensor Networks (WSN);Fuzzy UAV route;UAV path Planning","Wireless communication;Wireless sensor networks;Trajectory planning;Distributed databases;Autonomous aerial vehicles;Software;Sensors","","4","","13","IEEE","15 Nov 2022","","","IEEE","IEEE Conferences"
"Towards Building A Robust Large-Scale Bangla Text Recognition Solution Using A Unique Multiple-Domain Character-Based Document Recognition Approach","A. S. A. Rabby; M. M. Islam; Z. Islam; N. Hasan; F. Rahman","The University of Alabama at Birmingham, AL, USA; Apurba Technologies, Dhaka, Bangladesh; Apurba Technologies, Dhaka, Bangladesh; Apurba Technologies, Dhaka, Bangladesh; Apurba Technologies, CA, USA",2021 20th IEEE International Conference on Machine Learning and Applications (ICMLA),"25 Jan 2022","2021","","","1393","1399","Bangla is one of the world’s top ten popular languages in terms of the number of speakers. It also happens to have a complex script primarily because of complex characters, e.g. graphemes, composed of multiple single characters, and the characteristic short-hands, e.g. vowel diacritics, and consonant diacritics making the number of classes of this script recognition quite large, varied, and challenging. In this paper, we present a unique large-scale Bangla document OCR solution based on character-level recognition modules. We have tested our approach on two independent domains: printed and handwritten documents. We also applied our solution to three subdomains within the printed domain: computer-composed documents, letterpress documents, and typewritten documents. Our extensive experiments show that our approach achieves state-of-the-art performance on handwritten and printed documents.","","978-1-6654-4337-1","10.1109/ICMLA52953.2021.00225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9680139","OCR;Document Processing;Handwriting;Segmentation;Recognition","Text recognition;Conferences;Buildings;Machine learning;Character recognition;Optical character recognition software","","2","","30","IEEE","25 Jan 2022","","","IEEE","IEEE Conferences"
