"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"One-Dimensional Soft-Demapping Algorithms for Rotated QAM and Software Implementation on DSP","K. Kim; N. Basutkar; K. Bae; P. Xue; H. Yang","Samsung Electronics, Samsung Advanced Institute of Technology, Yongin, Gyeonggi, South Korea; Samsung Electronics, Samsung Advanced Institute of Technology, Yongin, Gyeonggi, South Korea; Samsung Electronics, Samsung Advanced Institute of Technology, Yongin, Gyeonggi, South Korea; Samsung Electronics, Samsung Advanced Institute of Technology, Yongin, Gyeonggi, South Korea; Samsung Electronics, Samsung Advanced Institute of Technology, Yongin, Gyeonggi, South Korea",IEEE Transactions on Signal Processing,"10 Jul 2013","2013","61","15","3918","3930","To improve detection performance of quadrature amplitude modulation (QAM), signal space diversity (SSD) has been exploited and adopted for the second generation of digital video broadcasting (DVB-T2) system. Maximum-likelihood detection (MLD) to get full SSD is avoided because of enormous computational complexity. Its max-log approximated detection (full search algorithm) and subregion based soft-demappers are also too complex to be implemented due to their two-dimensional (2D) Euclidean distance calculation. In particular, the complexity becomes the main burden for the software implementation, which is attractive for multistandard broadcasting receivers. To tackle the main bottleneck, we propose one-dimensional (1D) soft-demappers. By reformulating a rotated QAM signal as two layered pulse amplitude modulation (PAM) signals, the full search algorithm is simplified to an MMSE decorrelation followed by 1D soft-demapping, where Gaussian approximation is used for the interferences. Additional interference cancellation is considered to further suppress its residual interference. For 256-QAM with 4/5 code rate in memoryless Rayleigh channels with/without erasures, the performance gap to the full search is within 0.15 dB at 10-3 bit error rate (BER), while the complexity is less than 8%. Due to the significant complexity reduction of the proposed algorithms, the software implementation of a DVB-T2 receiver on DSP is feasible with 73% less computations than the one with the full-search-based soft-demapper.","1941-0476","","10.1109/TSP.2013.2262681","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6515394","Coarse-grained reconfigurable array (CGRA) architecture;digital signal processor (DSP);interference cancellation (IC);log likelihood ratio (LLR);minimum mean square error (MMSE);rotated QAM;signal space diversity (SSD);soft-demapping;software defined radio (SDR)","Quadrature amplitude modulation;Complexity theory;Software algorithms;Signal processing algorithms;Approximation algorithms;Decorrelation;Software","","12","1","29","IEEE","13 May 2013","","","IEEE","IEEE Journals"
"Compressive Sensing based Software Defined GPR for Subsurface Imaging","Y. Zhang; D. Orfeo; D. Huston; T. Xia","School of Engineering, University of Vermont, Burlington, VT, USA; School of Engineering, University of Vermont, Burlington, VT, USA; School of Engineering, University of Vermont, Burlington, VT, USA; School of Engineering, University of Vermont, Burlington, VT, USA",2021 IEEE Radar Conference (RadarConf21),"18 Jun 2021","2021","","","1","6","This paper presents the design of a new ground penetrating radar (GPR) integrating software defined radio (SDR) and compressive sensing (CS) technologies. In recent literature, SDR has been explored for designing GPR in the way of stepped-frequency continuous wave (SFCW) radar. In the operation, the software defined GPR (SD GPR) radiates a series of sinusoidal signals of evenly spaced frequencies at each scan position. The reflection signals of all frequency tones are received and their amplitude and phase responses are measured and characterized. As each individual frequency tone needs to be generated, transmitted and received in sequence, it results in a slow scan speed. In this study, compressive sensing is explored to expedite SD GPR operation speed. For SD GPR subsurface survey, when the target area is spatially sparse, i.e. the buried objects are sparsely distributed, In addition, we develop a CS based signal processing algorithm specifically for improving image quality and reducing the clutter. To reconstruct the image correctly, an automatic parameter selection algorithm based on the structural similarity index measure (SSIM) is proposed. For validation, a laboratory test was conducted. The experimental results demonstrate that the CS imaging algorithm produces less clutter comparing with the traditional GPR image algorithms, such as the time domain back projection (BPA) method.","2375-5318","978-1-7281-7609-3","10.1109/RadarConf2147009.2021.9455291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9455291","Software Defined GPR;Subsurface Imaging;Compressive Sensing;Structural Similarity Index Measure (SSIM)","Ground penetrating radar;Software algorithms;Signal processing algorithms;Radar imaging;Software;Frequency measurement;Indexes","","4","","21","IEEE","18 Jun 2021","","","IEEE","IEEE Conferences"
"Tibetan Few-Shot Learning Model Based on Matching Networks","Z. Zhang; G. Xiong; Y. Yu; X. Wang; X. Feng; N. Tashi","School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information Science and Technology, Tibet University, Lhasa, China",2023 International Conference on Neuromorphic Computing (ICNC),"19 Mar 2024","2023","","","446","451","This paper highlights the low-resource Tibetan few-shot learning model and establishes accuracy benchmarks utilizing Matching Networks (MN). Addressing the issues of low quality and limited usability in the existing Tibetan-Chinese parallel corpus, this paper constructs a small-scale and high-quality Tibetan-Chinese parallel corpus containing 110,000 sentence pairs using data filtering, deduplication, deletion of blank lines, and special symbol processing. Based on full context embeddings, Softmax-based attention mechanisms, and similarity metrics, the Tibetan few-shot learning model based on MN is proposed to help the model learn logical Tibetan knowledge rapidly from few-shot data. Different distance metrics on Cosine, Euclidean, Poincare, and Minkowski distances are used to test the accuracy of the Tibetan k-shot learning model, which provides a unified and reliable benchmark for the Tibetan few-shot learning tasks. This research provides substantial assistance in solving the issues of machine learning performing poorly in low-resource settings. The experiment results demonstrate that the accuracy of all metrics is improved with the number of shots increased, and Euclidean distance performs well in 5-way 1-shot learning, cosine performs well in 5-way 2-shot learning, and Minkowski distance $(\mathrm{p}=3)$ shows excellent accuracy in 5-way 3-shot learning. Notably, we used our own Tibetan data set and succeeded in enhancing accuracy by a noteworthy 1.6% in a 5-way 3-shot setup.","","979-8-3503-1688-9","10.1109/ICNC59488.2023.10462784","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10462784","Tibetan;few-shot learning;matching networks;machine learning;similarity metrics","Measurement;Training;Symbols;Benchmark testing;Solids;Data models;Usability","","","","20","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Adaptive Multi-Hash Similarity Fusion for Remote Sensing Image Retrieval","J. Yu; H. Li; Y. Ge; H. Shao; J. Xiong","Software School, Nanchang Hongkong University, Nanchang, Jiangxi, China; School of Arts, Media and Computers, Jiangxi Tourism and Commerce Vocational College, Nanchang, Jiangxi, China; Software School, Nanchang Hongkong University, Nanchang, Jiangxi, China; Software School, Nanchang Hongkong University, Nanchang, Jiangxi, China; Software School, Nanchang Hongkong University, Nanchang, Jiangxi, China","2024 5th International Conference on Geology, Mapping and Remote Sensing (ICGMRS)","9 Jul 2024","2024","","","117","121","With the exponential growth of remote sensing (RS) images, content-based remote sensing image retrieval (CBRSIR) has become an effective method to retrieve target images from RS data. However, existing CBRSIR methods often rely on a single feature, which fails to fully capture the rich and complex visual content. To address this limitation, we propose an adaptive multi-hash similarity fusion method for RSIR. Firstly, deep features and manual features are extracted to provide varying perspectives on the image. Secondly, in order to enhance retrieval efficiency, these features are transformed into low-dimensional hash codes through the probability ordinal-preserving semantic hashing method. Finally, various hash similarities are fused to capitalize on the complementarity of different views and narrow the semantic gap. Given that different hash similarities contribute disparately to the final retrieval result during fusion, determining the weight distribution is critical for enhancing the fusion effect. Therefore, the mean average precision results are utilized to adaptively determine fusion weights. Experiments on two benchmark datasets demonstrate that the proposed method outperforms other RSIR methods. Comparative experiments with exhaustive weighting reveal the simplicity and effectiveness of our adaptive weight allocation method.","","979-8-3503-6571-9","10.1109/ICGMRS62107.2024.10581361","China National Science Foundation(grant numbers:42261070,41801288); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10581361","Remote sensing image retrieval;Hashing similarity fusion;Adaptive weight assignment;Deep features;Manual features","Visualization;Codes;Geology;Semantics;Image retrieval;Manuals;Benchmark testing","","","","17","IEEE","9 Jul 2024","","","IEEE","IEEE Conferences"
"Assessment of Data Diversity Methods for Software Fault Tolerance Based on Mutation Analysis","G. Gallardo; J. May; J. C. Gallardo","University of Bristol, UK; Safety Systems Research Centre (SSRC), University of Bristol, UK; SSRC, UK",Second Workshop on Mutation Analysis (Mutation 2006 - ISSRE Workshops 2006),"2 Apr 2007","2006","","","6","6","One of the main concerns in safety-critical software is to ensure sufficient reliability because proof of the absence of systematic failures has proved to be an unrealistic goal. fault-tolerance (FT) is one method for improving reliability claims. It is reasonable to assume that some software FT techniques offer more protection than others, but the relative effectiveness of different software FT schemes remains unclear. We present the principles of a method to assess the effectiveness of FT using mutation analysis. The aim of this approach is to observe the power of FT directly and use this empirical process to evolve more powerful forms of FT. We also investigate an approach to FT that integrates data diversity (DD) assertions and TA. This work is part of a longer term goal to use FT in quantitative safety arguments for safety critical systems.","","0-7695-2897-X","10.1109/MUTATION.2006.1","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4144725","","Diversity methods;Fault tolerance;Genetic mutations;Software safety;Redundancy;Software testing;Fault tolerant systems;Software systems;Failure analysis;System testing","","","","17","IEEE","2 Apr 2007","","","IEEE","IEEE Conferences"
"BEDIVFUZZ: Integrating Behavioral Diversity into Generator-based Fuzzing","H. L. Nguyen; L. Grunske","Humboldt-Universität zu Berlin, Germany; Humboldt-Universität zu Berlin, Germany",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),"20 Jun 2022","2022","","","249","261","A popular metric to evaluate the performance of fuzzers is branch coverage. However, we argue that focusing solely on covering many different branches (i.e., the richness) is not sufficient since the majority of the covered branches may have been exercised only once, which does not inspire a high confidence in the reliability of the covered code. Instead, the distribution of the executed branches (i.e., the evenness) should also be considered. That is, behavioral diversity is only given if the generated inputs not only trigger many different branches, but also trigger them evenly often with diverse inputs. We introduce BEDIVFUZZ, a feedback-driven fuzzing technique for generator-based fuzzers. BEDIVFUZZ distinguishes between structure-preserving and structure-changing mutations in the space of syntactically valid inputs, and biases its mutation strategy towards validity and behavioral diversity based on the received program feedback. We have evaluated BEDIVFUZZ on Ant, Maven, Rhino, Closure, Nashorn, and Tomcat. The results show that BE-DIVFUZZ achieves better behavioral diversity than the state of the art, measured by established biodiversity metrics, namely the Hill numbers, from the field of ecology.","1558-1225","978-1-4503-9221-1","10.1145/3510003.3510182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793964","Structure-aware fuzzing;behavioral diversity;random testing","Measurement;Codes;Focusing;Fuzzing;Ecology;Behavioral sciences;Reliability","","7","","54","","20 Jun 2022","","","IEEE","IEEE Conferences"
"Empirical study of post-envelope detection receive diversity combining for passive UHF RFID tags","L. B. B. Paet; J. J. S. Marciano","Electrical and Electronics Engineering Institute, University of Philippines, Quezon, Philippines; Electrical and Electronics Engineering Institute, University of Philippines, Quezon, Philippines",TENCON 2011 - 2011 IEEE Region 10 Conference,"12 Jan 2012","2011","","","773","777","The concept of incorporating receive diversity combining schemes into UHF RFID tags is presented in this work. The inclusion of the said schemes into RFID tags is employed as a possible solution to the effects of multipath propagation on the reader-to-tag (R→T) wireless link which reduce the read range and degrade the read reliability of current passive RFID systems. To explore this concept, the authors constructed reader and tag emulation platforms using National Instruments PXI hardware modules and LabVIEW software programs for modeling the R→T communications link. The reader emulation platform was used to model the transmit section of an RFID reader and is capable of transmitting user-predetermined sequences of RFID commands. The tag emulation platform was used to model the receive section of a single-or multi-antenna RFID tag. These two platforms were utilized as a testbed for developing and testing the following 2-channel diversity combining schemes for UHF RFID tags: (1) selection diversity combining (SDC), (2) post-detection direct additive combining (DACP), and (3) post-detection ratio squared combining (RSCP). Experiments were conducted to determine the read range and read reliability performance. Results of these experiments show that a maximum of 26.67% improvement in the read range and a maximum of 16.64% improvement in the read reliability of UHF RFID systems can be obtained by integrating receive diversity schemes into RFID tags. Improvements were recorded even for tag antenna spacings as low as 0.05?.","2159-3450","978-1-4577-0255-6","10.1109/TENCON.2011.6129215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6129215","spatial diversity;multi-antenna signal processing;passive UHF RFID;EPC Gen 2 RFID","Diversity reception;Antennas;Reliability;Emulation;Passive RFID tags;Hardware","","1","","13","IEEE","12 Jan 2012","","","IEEE","IEEE Conferences"
"Generation of High-Quality Relevant Judgments through Document Similarity and Document Pooling for the Evaluation of Information Retrieval Systems","M. H. Joseph; S. D. Ravana","Department of Information Systems, Faculty of Computer Science & Information Technology, University of Malaya, Malaysia; Department of Information Systems, Faculty of Computer Science & Information Technology, University of Malaya, Malaysia","2022 14th International Conference on Software, Knowledge, Information Management and Applications (SKIMA)","6 Feb 2023","2022","","","261","265","The Information Retrieval System Evaluation have carried out through Cranfield-paradigm in which the test collections provide the foundation of the evaluation process. The test collections consist of document corpus, topics, and a set of relevance judgements. The relevant judgements are the documents which retrieved from the test collections based on the topics. The precision of the evaluation process is based on the number of relevant documents in the relevant judgement list called qrels. This paper presents a study on how methodologies like pooling and document similarity helps to generate more relevant documents into the relevance judgments set in order to increase the accuracy of the evaluation process. The initial results have shown that combination of pooling with document similarity performs better compared to base clustering or classification.","2573-3214","978-1-6654-9334-5","10.1109/SKIMA57145.2022.10029459","Ministry of Higher Education(grant numbers:FRGS/1/2020/1CT06/UM/02/1); Universiti Malaya(grant numbers:RMFI521-2021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029459","Information retrieval;Evaluation;Pooling;Document similarity;Information Systems","Information retrieval;Software;Information management","","","","15","IEEE","6 Feb 2023","","","IEEE","IEEE Conferences"
"Software Side Channel Vulnerability Detection Based on Similarity Calculation and Deep Learning","W. Sun; Z. Yan; X. Xu; W. Ding; L. Gao","School of Cyber Engineering Xidian University, Xi’an, China; School of Cyber Engineering Xidian University, Xi’an, China; School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China; School of Cyber Engineering Xidian University, Xi’an, China; School of Cyber Engineering Xidian University, Xi’an, China","2022 IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","20 Mar 2023","2022","","","800","809","Software Side Channel Vulnerabilities (SSCVs) cause serious security threats, which introduces a big challenge to software development. With the sustaining growth of software complexity and scale, SSCV detection has become a tedious work. Existing methods suffer from efficiency, accuracy and generality problems, and ignore the detection of vulnerability variants. Applying machine learning is promising due to high efficiency and automation, but training an effective model is still an open issue due to the lack of side-channel vulnerability data. In this paper, we propose a novel two-stage SSCV detection method based on similarity calculation and deep learning. We target three types of vulnerability variants that have different degrees of similarity to original ones. The first detection stage applies Deterministic Finite Automata (DFA) and Trie tree to regularize software codes for detecting vulnerability Variants 1 and 2 through similarity calculation. The second stage uses Long Short-Term Memory and Neural Network Classifier (LSTM-NNClassifier) to discover vulnerability Variant 3. In addition, we offer a code augmentation method to construct a sufficient dataset to train the LSTM-NNClassifier for overcoming the problem of lacking training data. Extensive experiments based on real world data show the efficiency and accuracy of our detection method.","2324-9013","978-1-6654-9425-0","10.1109/TrustCom56396.2022.00112","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063617","Side Channel Attack;Vulnerability Detection;Deep Learning;Similarity Calculation","Deep learning;Training;Privacy;Codes;Learning automata;Neural networks;Training data","","","","34","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"Indoor antenna diversity testbed","K. Bialkowski; S. Zagriatski; A. Postula; M. E. Bialkowski","School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia",2005 IEEE Antennas and Propagation Society International Symposium,"12 Dec 2005","2005","2B","","759","762 vol. 2B","This paper presents a high precision testbed for evaluating antenna diversity techniques in an indoor environment. Details concerning mechanical, electrical and electronics hardware and associated measurement software are described. Initial measurement results for two Bluetooth modules operating with co-polar and cross-polar monopole antennas in the ISM 2.4 GHz band are given.","1947-1491","0-7803-8883-6","10.1109/APS.2005.1552127","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1552127","","Testing;Polarization;Antenna measurements;Transmitting antennas;MIMO;Gears;Coaxial cables;Software measurement;Receiving antennas;Transmitters","","4","","3","IEEE","12 Dec 2005","","","IEEE","IEEE Conferences"
