"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"DeepLSH: Deep Locality-Sensitive Hash Learning for Fast and Efficient Near-Duplicate Crash Report Detection","Y. Remil; A. Bendimerad; R. Mathonat; C. Raissi; M. Kaytoue","INSA Lyon, Infologic R&D, Bourg-Lès-Valence, France; Infologic R&D, Bourg-Lès-Valence, France; Infologic R&D, Bourg-Lès-Valence, France; Riot Games, Singapore; INSA Lyon, Infologic R&D, Bourg-Lès-Valence, France",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),"14 Jun 2024","2024","","","2445","2456","Automatic crash bucketing is a crucial phase in the software de-velopment process for efficiently triaging bug reports. It generally consists in grouping similar reports through clustering techniques. However, with real-time streaming bug collection, systems are needed to quickly answer the question: What are the most similar bugs to a new one?, that is, efficiently find near-duplicates. It is thus natural to consider nearest neighbors search to tackle this problem and especially the well-known locality-sensitive hashing (LSH) to deal with large datasets due to its sublinear performance and theoretical guarantees on the similarity search accuracy. Surprisingly, LSH has not been considered in the crash bucketing literature. It is indeed not trivial to derive hash functions that satisfy the so-called locality-sensitive property for the most advanced crash bucketing metrics. Consequently, we study in this paper how to leverage LSH for this task. To be able to consider the most relevant metrics used in the literature, we introduce DeepLsh, a Siamese DNN architecture with an original loss function, that perfectly approximates the locality-sensitivity property even for Jaccard and Cosine metrics for which exact LSH solutions exist. We support this claim with a series of experiments on an original dataset, which we make available.","1558-1225","979-8-4007-0217-4","10.1145/3597503.3639146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548326","Crash deduplication;Stack trace similarity;Approximate nearest neighbors;Locality-sensitive hashing;Siamese neural networks","Measurement;Hash functions;Computer bugs;Neural networks;Nearest neighbor methods;Search problems;Software","","","","41","","14 Jun 2024","","","IEEE","IEEE Conferences"
"SafeDE: a flexible Diversity Enforcement hardware module for light-lockstepping","F. Bas; S. Alcaide; R. Lorenzo; G. Cabo; G. Gil; O. Sala; F. Mazzocchetti; D. Trilla; J. Abella","Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain; Barcelona Supercomputing Center (BSC), Barcelona, Spain",2021 IEEE 27th International Symposium on On-Line Testing and Robust System Design (IOLTS),"26 Jul 2021","2021","","","1","7","Safety-related systems, such as those in automotive, avionics and space, impose the existence of appropriate safety measures to meet the safety requirements of the system. In the case of the highest integrity level functionalities (e.g. ASIL-D in automotive), diverse redundancy must be deployed to avoid unreasonable risk of a single fault leading the system to a failure (e.g. using lockstepped cores). However, existing lockstep solutions are either (1) highly intrusive and inflexible coupling two cores with hardware means, or (2) costly in terms of execution time and monitoring if a software monitor thread checks that cores running redundantly preserve sufficient staggering. This paper presents SafeDE, a Diversity Enforcement hardware module providing light-lockstep support by means of a non-intrusive and flexible hardware module that preserves staggering across cores running redundant threads, thus bringing time diversity. SafeDE reconciles the lightness and flexibility of software-only solutions, even allowing using the cores without any lockstepping, as well as the tighter staggering of hardware-only solutions that allow using staggering values of few cycles, instead of hundreds of microseconds, as for software-only solutions. Our integration of SafeDE in a RISC-V FPGA-based space multicore from Cobham Gaisler shows that staggering is effectively preserved, and SafeDE overheads are negligible in terms of area and performance due to staggering.","1942-9401","978-1-6654-3370-9","10.1109/IOLTS52814.2021.9486715","Spanish Ministry of Science and Innovation(grant numbers:PID2019-107255GB); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9486715","","Multicore processing;Redundancy;Aerospace electronics;Hardware;Software;Safety;Task analysis","","7","","39","IEEE","26 Jul 2021","","","IEEE","IEEE Conferences"
"Similarity evaluation algorithm for concealing frame loss error in multi-view video transmission","Y. Xu; Q. Yao","College of Software Engineering, Tongji University, Shanghai, China; College of Software Engineering, Tongji University, Shanghai, China","Proceedings of 2011 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing","3 Oct 2011","2011","","","637","641","An efficient error concealment algorithm for reconstructing the loss frame in multi-view video sequences at the decoder is presented. The proposed method has a capacity of adopting the appropriate error concealment mode to recover the loss frame according to its reference frames similarity level. There are three modes in the method. For a high similarity level, the mode using temporal related frame copy (FC) to recover the lost frame is employed. When the similarity level is low, the spatially related frame is copied. Adapting to the medium similarity condition, both the similar MBs in temporal frames and the matching MBs in spatial frames are used to reconstruct the loss frame. And block matching principle is employed for filling empty blocks. Experimental results have shown that the proposed multi-view video error concealment method can effectively reconstruct the lost frames and has more attractive performance than previous algorithms.","2154-5952","978-1-4577-0253-2","10.1109/PACRIM.2011.6032968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6032968","Multi-view video coding;error concealment;frame loss","Propagation losses;Correlation;Conferences;Decoding;Video sequences;Multimedia systems;Erbium","","","","15","IEEE","3 Oct 2011","","","IEEE","IEEE Conferences"
"Semi-Supervised Palmprint Recognition Based on Similarity Projection Analysis","Q. Liu; X. Jing; L. Li; M. Huang; S. Li; Y. Yao","College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China; State Key Laboratory of Software Engineering, Wuhan University, Wuhan, China; College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China",2011 International Conference on Hand-Based Biometrics,"5 Dec 2011","2011","","","1","6","Similarity is one of the most widely used measures in the field of pattern recognition like Euclidean and Mahalanobis distances. Semi-supervised learning is an effective technique for feature extraction, which can make full use of the unlabeled samples for training. In this paper, we incorporate similarity into semi-supervised learning and propose a novel feature extraction approach, named semi-supervised similarity projection analysis (SSP), for palmprint recognition. SSP projects original samples from a high-dimensional space to a low-dimensional subspace in a semi-supervised manner. It can preserve the similarity between intra-class samples and the dissimilarity between inter-class samples, and simultaneously maintain the global dissimilarity among both labeled and unlabeled samples. Experimental results on the HK PolyU palmprint image database demonstrate that the proposed approach outperforms several representative unsupervised, supervised and semi-supervised subspace learning methods.","","978-1-4577-0490-1","10.1109/ICHB.2011.6094311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6094311","","Principal component analysis;Correlation;Training;Feature extraction;Learning systems;Euclidean distance;Databases","","","","15","IEEE","5 Dec 2011","","","IEEE","IEEE Conferences"
"Interface Diversification in IoT Operating Systems","P. Mäki; S. Rauti; S. Hosseinzadeh; L. Koivunen; V. Leppänen","Department of IT, University of Turku, Finland; Department of IT, University of Turku, Finland; Department of IT, University of Turku, Finland; Department of IT, University of Turku, Finland; Department of IT, University of Turku, Finland",2016 IEEE/ACM 9th International Conference on Utility and Cloud Computing (UCC),"20 Mar 2017","2016","","","304","309","With the advancement of Internet in Things (IoT) more and more ""things"" are connected to each other through the Internet. Due to the fact that the collected information may contain personal information of the users, it is very important to ensure the security of the devices in IoT. Diversification is a promising technique that protects the software and devices from harmful attacks and malware by making interfaces unique in each separate system. In this paper we apply diversification on the interfaces of IoT operating systems. To this aim, we introduce the diversification in post-compilation and linking phase of the software life-cycle, by shuffling the order of the linked objects while preserving the semantics of the code. This approach successfully prevents malicious exploits from producing adverse effects in the system. Besides shuffling, we also apply library symbol diversification method, and construct needed support for it e.g. into the dynamic loading phase. Besides studying and discussing memory layout shuffling and symbol diversification as a security measures for IoT operating systems, we provide practical implementations for these schemes for Thingsee OS and Raspbian operating systems and test these solutions to show the feasibility of diversification in IoT environments.","","978-1-4503-4616-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7881649","software security;diversi cation;IoT","","","","","23","","20 Mar 2017","","","IEEE","IEEE Conferences"
"Impact of Bug Reporter's Reputation on Bug-Fix Times","P. Ramarao; K. Muthukumaran; S. Dash; N. L. Bhanu Murthy","Department of Computer Science and Information Systems, BITS Pilani; Department of Computer Science and Information Systems, BITS Pilani; Department of Computer Science and Information Systems, BITS Pilani; Department of Computer Science and Information Systems, BITS Pilani",2016 International Conference on Information Systems Engineering (ICISE),"9 Jun 2016","2016","","","57","61","Software Analytics is gaining momentum as a result of involved empirical research in enhancing quality and productivity of software engineering activities. There have been rigorous research efforts in the areas of bug prediction and testing effort prediction by making use of historical data. The problem of predicting bug fix times is an interesting problem with lots of advantages to industry but there have been limited efforts to solve this problem. We introduce a new feature, the score of bug reporter, to predict bug fix time. The prediction accuracies of proposed model built with the new feature along with the other prominent features are found to be better than existing models.","2160-1291","978-1-5090-2288-5","10.1109/ICISE.2016.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7486274","Bug-fix time;Similarity;Classification;Quartiles","Computer bugs;Predictive models;Prediction algorithms;Software;Data models;Estimation;Data mining","","5","","10","IEEE","9 Jun 2016","","","IEEE","IEEE Conferences"
"A nonnegative sparsity induced similarity measure with application to cluster analysis of spam images","Y. Gao; A. Choudhary; G. Hua","Department of EECS, Northwestern University, China; Department of EECS, Northwestern University, China; Nokia Research Center, Finland","2010 IEEE International Conference on Acoustics, Speech and Signal Processing","28 Jun 2010","2010","","","5594","5597","Image spam is an email spam that embeds text content into graphical images to bypass traditional spam filters. The majority of previous approaches focus on filtering image spam from client side. To effectively detect the attack activities of the spammers and fast trace back the spam sources, it is also essential to employ cluster analysis to comprehensively filter the image emails on the server side. In this paper, we present a nonnegative sparsity induced similarity measure for cluster analysis of spam images. This similarity measure is based on an assumption that a spam image should be represented well by the nonnegative linear combination of a small number of spam images in the same cluster. It is due to the observation that spammers generate large number of varieties from a single image source with different image processing and manipulation techniques. Experiments on a spam image dataset collected from our department email server demonstrated the advantages of the proposed approach.","2379-190X","978-1-4244-4295-9","10.1109/ICASSP.2010.5495246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5495246","Nonnegative sparse representation;Image spam filtering;Cluster analysis","Image analysis;Filtering;Optical filters;Optical character recognition software;Image processing;Performance analysis;Unsolicited electronic mail;Weapons;Image generation;Automatic testing","","13","","14","IEEE","28 Jun 2010","","","IEEE","IEEE Conferences"
"An analog similarity evaluation circuit featuring variable functional forms","T. Yamasaki; T. Shibata","Department of Information and Communication Engineering, School of Engineering, Tokyo, Japan; Department of Frontier Informatics, The University of Tokyo, Tokyo, Japan",ISCAS 2001. The 2001 IEEE International Symposium on Circuits and Systems (Cat. No.01CH37196),"7 Aug 2002","2001","3","","561","564 vol. 2","An analog similarity evaluation circuit has been developed that calculates the similarity measures among vectors with real-time alterable functional forms. Besides the capability of template vector updating, the weight and the strictness of the similarity measure can be altered element by element by control signals. Experimental results from fabricated silicon demonstrate the advantages of the circuit in terms of the flexibility in evaluating similarity.","","0-7803-6685-9","10.1109/ISCAS.2001.921372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=921372","","Inverters;Application software;Voltage;Real time systems;Nonvolatile memory;CMOS technology;Circuit testing;Neurons;Informatics;Silicon","","10","","9","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"SRDE-application of data similarity to process control","D. Chen; A. K. Mok","Fisher-Rosemount Systems, Inc., Austin, TX, USA; Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA",Proceedings 20th IEEE Real-Time Systems Symposium (Cat. No.99CB37054),"6 Aug 2002","1999","","","136","145","The concept of data similarity was introduced by T.-W. Kuo and A.K. Mok (1996) to capture the semantics of real time applications where the consistency requirement of a transaction can be relaxed modulo a binary relation on the data space. Even though the notion of data similarity is naturally suited to many applications in the process control industry, its adoption is hampered by the lack of an easy interface to COTS (commercial-off-the-shelf) components. We report our ongoing work in incorporating the idea of data similarity into embedded applications, especially in the process control industry. Our approach is to allow designers to specify similarity predicates by means of an SQL-like interface to the client applications. Query processing is performed by a compact firm-real-time database engine called SRDE (Similarity-based Real-time Database Engine). SRDE is object oriented and is designed to manage real-time data efficiently in a distributed environment. By exploiting data similarity, SRDE can be used to minimize data traffic according to the client's specifications. SRDE has been implemented in 100% JAVA that supports JDBC API. We demonstrate the use of SRDE in a typical industrial control application.","1052-8725","0-7695-0475-2","10.1109/REAL.1999.818835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=818835","","Process control;Application software;Engines;Environmental management;Java;Transaction databases;Hardware;Query processing;Testing;Industrial control","","5","1","31","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A method for calculating term similarity on large document collections","W. W. Bein; J. S. Coombs; K. Taghva","School of Computer Science, University of Nevada, Las Vegas, NV, USA; Information Science Research Institute, University of Nevada, Las Vegas, NV, USA; Information Science Research Institute, University of Nevada, Las Vegas, NV, USA",Proceedings ITCC 2003. International Conference on Information Technology: Coding and Computing,"7 May 2003","2003","","","199","203","We present an efficient algorithm called the Quadtree Heuristic for identifying a list of similar terms for each unique term in a large document collection. Term similarity is defined using the expected mutual information measure (EMIM). Since our aim for defining the similarity lists is to improve information retrieval (IR), we present the outcome of an experiment comparing the performance of an IR engine designed to use the similarity lists. Two methods were used to generate similarity lists: a brute-force technique and the Quadtree Heuristic. The performance of the list generated by the Quadtree Heuristic was commensurate with the brute force list.","","0-7695-1916-4","10.1109/ITCC.2003.1197526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1197526","","Mutual information;Information retrieval;Optical character recognition software;Information science;Image retrieval;Computer science;Engines;Magnetic fields;Testing;Performance evaluation","","2","","11","IEEE","7 May 2003","","","IEEE","IEEE Conferences"
