"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Similarities of Testing Programmed and Learnt Software","F. Dobslaw; R. Feldt","Dept. of Communication, Quality Mngmt. and Inf. Systems, Mid Sweden University, Östersund, Sweden; Dept. of Computer Science and Engineering, Chalmers University of Technology, Gothenburg, Sweden","2023 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","29 May 2023","2023","","","78","81","This study examines to what extent the testing of traditional software components and machine learning (ML) models fundamentally differs or not. While some researchers argue that ML software requires new concepts and perspectives for testing, our analysis highlights that, at a fundamental level, the specification and testing of a software component are not dependent on the development process used or on implementation details. Although the software engineering/computer science (SE/CS) and Data Science/ML (DS/ML) communities have developed different expectations, unique perspectives, and varying testing methods, they share clear commonalities that can be leveraged. We argue that both areas can learn from each other, and a non-dual perspective could provide novel insights not only for testing ML but also for testing traditional software. Therefore, we call upon researchers from both communities to collaborate more closely and develop testing methods and tools that can address both traditional and ML software components. While acknowledging their differences has merits, we believe there is great potential in working on unified methods and tools that can address both types of software.","2159-4848","979-8-3503-3335-0","10.1109/ICSTW58534.2023.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10132221","Software Testing;Software Engineering;Machine Learning;Non-Duality;Software Boundaries","Software testing;Conferences;Machine learning;Software;Testing","","","","12","IEEE","29 May 2023","","","IEEE","IEEE Conferences"
"Boosted Exploratory Test Architecture: Coaching Test Engineers with Word Similarity","Y. Nishi; Y. Shibasaki","Dept. of Informatics, The University of Electro-Communications, Tokyo, Japan; Dept. of Informatics, The University of Electro-Communications, Tokyo, Japan","2021 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","28 May 2021","2021","","","173","174","Testing software using machine learning and neural network is difficult due to non-linearity. This paper proposes Boosted Exploratory Test architecture to support creativity of test engineers by using a non-linear test generator. This paper also shows experimental results Boosted Exploratory Test architecture with Word2Vec is better for a smart speaker.","","978-1-6654-4456-9","10.1109/ICSTW52544.2021.00038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9440172","software testing;test architecture;Boosted Exploratory Test;Word2Vec;smart speaker","Software testing;Conferences;Neural networks;Computer architecture;Machine learning;Software;Generators","","","","8","IEEE","28 May 2021","","","IEEE","IEEE Conferences"
"A Preliminary Empirical Assessment of Similarity for Combinatorial Iteraction Testing of Software Product Lines","S. Fischer; R. E. Lopez-Herrejon; R. Ramler; A. Egyed","Johannes Kepler University, Linz, Austria; Johannes Kepler University, Linz, Austria; Software Competence Center, Hagenberg, Austria; Johannes Kepler University, Linz, Austria",2016 IEEE/ACM 9th International Workshop on Search-Based Software Testing (SBST),"9 Jan 2017","2016","","","15","18","Extensive work on Search-Based Software Testing for Software Product Lines has been published in the last few years. Salient among them is the use of similarity as a surrogate metric for t-wise coverage whenever higher strengths are needed or whenever the size of the test suites is infeasible because of technological or budget limitations. Though promising, this metric has not been assessed with real fault data. In this paper, we address this limitation by using Drupal, a widely used open source web content management system, as an industry-strength case study for which both variability information and fault data have been recently made available. Our preliminary assessment corroborates some of the previous findings but also raises issues on some assumptions and claims made. We hope our work encourages further empirical evaluations of Combinatorial Interaction Testing approaches for Software Product Lines.","","978-1-4503-4166-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7810700","Software Product Line;Combinatorial Interaction Testing;Product Similarity;Documented Faults;Empirical;Drupal","Testing;Computational modeling;Measurement;Fault detection;Software product lines;Data models;Feature extraction","","","","21","","9 Jan 2017","","","IEEE","IEEE Conferences"
"Research on Excavation Technology of Software Implied Testing Requirements","Y. Yang; K. Li; Q. Zhang; Y. Wang","Beijing Research Institute of the Beijing Flight Communications Computing, Beijing, China; Beijing Research Institute of the Beijing Flight Communications Computing, Beijing, China; Beijing Research Institute of the Beijing Flight Communications Computing, Beijing, China; Beijing Research Institute of the Beijing Flight Communications Computing, Beijing, China",2021 2nd International Conference on Computer Science and Management Technology (ICCSMT),"8 Jun 2022","2021","","","92","96","Aiming at the problems of inappropriate decomposition of software testing requirements and inexperienced testers in the software testing process, the paper proposes a software implicit testing requirements excavation method based on failure modes. Failure modes are obtained by analyzing historical failure data with the fault tree analysis method, according to which the testing guidelines corresponding to them are established afterwards. Implicit test requirements are testing requirements that are not mentioned in the software development requirements document but have occurred in other software with similar testing requests. The extraction of implied testing requirements relies on matching the semantic similarity between the development requirements document and the testing guidelines. The testing requirements that are not described in the development requirements document are complemented by the testing guidelines. The excavation of implied testing requirements complements the testing outline formed by the original decomposition of testing requirements according to the development requirement document and reduces the probability of the same problem occurring in the software. The experimental results show that it provides sufficient support for the improvement of testing requirements in the test of software and guarantees the reliability and security of the software efficiently.","","978-1-6654-2063-1","10.1109/ICCSMT54525.2021.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9786960","component;testing requirements;failure mode;semantic similarity analysis;fault tree;software test","Software testing;Computer science;Semantics;Excavation;Software;Software reliability;Security","","","","12","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"Assessing Software Product Line Testing Via Model-Based Mutation: An Application to Similarity Testing","C. Henard; M. Papadakis; G. Perrouin; J. Klein; Y. L. Traon","Interdisciplinary Centre for Security, University of Luxembourg, Luxembourg, Luxembourg; Interdisciplinary Centre for Security, University of Luxembourg, Luxembourg, Luxembourg; Precise Research Center In Software Engineering (PReCISE), University of Namur, Namur, Belgium; Interdisciplinary Centre for Security, University of Luxembourg, Luxembourg, Luxembourg; Interdisciplinary Centre for Security, University of Luxembourg, Luxembourg, Luxembourg","2013 IEEE Sixth International Conference on Software Testing, Verification and Validation Workshops","1 Aug 2013","2013","","","188","197","Needs for mass customization and economies of scale have pushed engineers to develop Software Product Lines (SPLs). SPLs are families of products sharing commonalities and exhibiting differences, built by reusing software assets abstractly represented by features. Feature models describe the constraints that link the features and allow the configuration of tailored software products. Common SPLs involve hundreds, even thousands of features, leading to billions of possible software products. As a result, testing a product line is challenging due to the enormous size of the possible products. Existing techniques focus on testing based on the product line's feature model by selecting a limited set of products to test. Being created manually or reverse-engineered, feature models are prone to errors impacting the generated test suites. In this paper, we examine ability of test suites to detect such errors. In particular, we propose two mutation operators to derive erroneous feature models (mutants) from an original feature model and assess the capability of the generated original test suite to kill the mutants. Experimentation on real feature models demonstrate that dissimilar tests suites have a higher mutant detection ability than similar ones, thus validating the relevance of similarity-driven product line testing.","","978-0-7695-4993-4","10.1109/ICSTW.2013.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6571629","Mutation;Testing;Feature Models;Software Product Lines;Similarity","Frequency modulation;Testing;Software;Context;Mobile handsets;Biological system modeling;Analytical models","","41","","36","IEEE","1 Aug 2013","","","IEEE","IEEE Conferences"
"PHANTA: Diversified Test Code Quality Measurement for Modern Software Development","S. Tokumoto; K. Takayama","Fujitsu Laboratories Ltd., Japan; Fujitsu Laboratories Ltd., Japan",2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE),"9 Jan 2020","2019","","","1206","1207","Test code is becoming more essential to the modern software development process. However, practitioners often pay inadequate attention to key aspects of test code quality, such as bug detectability, maintainability and speed. Existing tools also typically report a single test code quality measure, such as code coverage, rather than a diversified set of metrics. To measure and visualize quality of test code in a comprehensive fashion, we developed an integrated test code analysis tool called Phanta. In this show case, we posit that the enhancement of test code quality is key to modernizing software development, and show how Phanta's techniques measure the quality using mutation analysis, test code clone detection, and so on. Further, we present an industrial case study where Phanta was applied to analyze test code in a real Fujitsu project, and share lessons learned from the case study.","2643-1572","978-1-7281-2508-4","10.1109/ASE.2019.00138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8952538","Software Testing;Test Code;Mutation Testing","Tools;Measurement;Cloning;Software;Testing;Computer bugs;Software engineering","","","","6","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"Test Set Diameter: Quantifying the Diversity of Sets of Test Cases","R. Feldt; S. Poulding; D. Clark; S. Yoo","Software Engineering Research Lab, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering Research Lab, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, University College London, London, UK; School of Computing KAIST, Daejeon, Republic of Korea","2016 IEEE International Conference on Software Testing, Verification and Validation (ICST)","21 Jul 2016","2016","","","223","233","A common and natural intuition among software testers is that test cases need to differ if a software system is to be tested properly and its quality ensured. Consequently, much research has gone into formulating distance measures for how test cases, their inputs and/or their outputs differ. However, common to these proposals is that they are data type specific and/or calculate the diversity only between pairs of test inputs, traces or outputs. We propose a new metric to measure the diversity of sets of tests: the test set diameter (TSDm). It extends our earlier, pairwise test diversity metrics based on recent advances in information theory regarding the calculation of the normalized compression distance (NCD) for multisets. A key advantage is that TSDm is a universal measure of diversity and so can be applied to any test set regardless of data type of the test inputs (and, moreover, to other test-related data such as execution traces). But this universality comes at the cost of greater computational effort compared to competing approaches. Our experiments on four different systems show that the test set diameter can help select test sets with higher structural and fault coverage than random selection even when only applied to test inputs. This can enable early test design and selection, prior to even having a software system to test, and complement other types of test automation and analysis. We argue that this quantification of test set diversity creates a number of opportunities to better understand software quality and provides practical ways to increase it.","","978-1-5090-1827-7","10.1109/ICST.2016.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7515474","Software testing;Information theory;Test selection;Empirical study","Measurement;Complexity theory;Software testing;Electronic mail;Software systems","","69","","41","IEEE","21 Jul 2016","","","IEEE","IEEE Conferences"
"Random Border Mirror Transform: A Diversity Based Approach to an Effective and Efficient Mirror Adaptive Random Testing","M. Omari; J. Chen; P. Kwaku Kudjo; H. Ackah-Arthur; R. Huang","School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China","2019 IEEE 19th International Conference on Software Quality, Reliability and Security (QRS)","3 Oct 2019","2019","","","54","61","Mirror Adaptive random testing (MART) is an overhead reduction strategy for adaptive random testing methods. Theoretically speaking, MART's advantage over ordinary ARTs is determined by the mirroring scheme selected. Incidentally, an inherent problem with MART relates to the difficulty in the choice of a scheme for any testing task. This is because a higher scheme (larger mirror domains) does not necessarily guarantee efficient utilization of testing resources due to lack of diversity of mirror generated test cases. The culprit has been identified as the mapping functions used as substitutes to complex ART methods. In this paper, we present a new method for generating diversified mirror test cases by randomly displacing the mirror partitions upon which the mapping functions of MART operates. The result of simulations and experiments conducted shows remarkable improvement over MART's effectiveness and efficiency across MART schemes, especially where program failures are unrelated to one or more input parameters.","","978-1-7281-3927-2","10.1109/QRS.2019.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854699","Adaptive random testing;software testing;mirror adaptive random testing;test case diversity","Mirrors;Subspace constraints;Software;Power capacitors;Software testing;Software reliability","","1","","24","IEEE","3 Oct 2019","","","IEEE","IEEE Conferences"
"Looking For Novelty in Search-Based Software Product Line Testing","Y. Xiang; H. Huang; M. Li; S. Li; X. Yang","School of Software Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China; Centre of Excellence for Research in Computational Intelligence and Applications, School of Computer Science, University of Birmingham, Birmingham, U.K.; School of Software Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China",IEEE Transactions on Software Engineering,"15 Jul 2022","2022","48","7","2317","2338","Testing software product lines (SPLs) is difficult due to a huge number of possible products to be tested. Recently, there has been a growing interest in similarity-based testing of SPLs, where similarity is used as a surrogate metric for the $t$t-wise coverage. In this context, one of the primary goals is to sample, by optimizing similarity metrics using search-based algorithms, a small subset of test cases (i.e., products) as dissimilar as possible, thus potentially making more $t$t-wise combinations covered. Prior work has shown, by means of empirical studies, the great potential of current similarity-based testing approaches. However, the rationale of this testing technique deserves a more rigorous exploration. To this end, we perform correlation analyses to investigate how similarity metrics are correlated with the $t$t-wise coverage. We find that similarity metrics generally have significantly positive correlations with the $t$t-wise coverage. This well explains why similarity-based testing works, as the improvement on similarity metrics will potentially increase the $t$t-wise coverage. Moreover, we explore, for the first time, the use of the novelty search (NS) algorithm for similarity-based SPL testing. The algorithm rewards “novel” individuals, i.e., those being different from individuals discovered previously, and this well matches the goal of similarity-based SPL testing. We find that the novelty score used in NS has (much) stronger positive correlations with the $t$t-wise coverage than previous approaches relying on a genetic algorithm (GA) with a similarity-based fitness function. Experimental results on 31 software product lines validate the superiority of NS over GA, as well as other state-of-the-art approaches, concerning both $t$t-wise coverage and fault detection capacity. Finally, we investigate whether it is useful to combine two satisfiability solvers when generating new individuals in NS, and how the performance of NS is affected by its key parameters. In summary, looking for novelty provides a promising way of sampling diverse test cases for SPLs.","1939-3520","","10.1109/TSE.2021.3057853","National Natural Science Foundation of China(grant numbers:61906069,61773410,61876207); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2019A1515011411,2019A1515011700); Science and Technology Program of Guangzhou(grant numbers:202002030355,201802010007); Project Funded by China Postdoctoral Science Foundation(grant numbers:2019M662912); Guangdong Province Key Area R&D Program(grant numbers:2018B010109003); Fundamental Research Funds for the Central Universities(grant numbers:2019MS088,2020ZYGXZR014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9350184","Software product line testing;product sampling;novelty search;similarity-based testing;  $t$   t     -wise coverage;correlation analysis","Testing;Frequency modulation;Measurement;Software;Correlation;Software product lines;Fault detection","","6","","90","IEEE","8 Feb 2021","","","IEEE","IEEE Journals"
"Teaching software testing methods based on diversity principles","Z. Chen; J. Zhang; B. Luo","Software Institute, Nanjing University, Nanjing, China; Nanjing University, Nanjing, Jiangsu, CN; Nanjing University, Nanjing, Jiangsu, CN",2011 24th IEEE-CS Conference on Software Engineering Education and Training (CSEE&T),"16 Jun 2011","2011","","","391","395","Software testing is the primary approach to support software quality assurance. Many novel software testing methods have been proposed to achieve various tasks in recent years. It is a challenge to teach these new testing methods and classical testing methods within limited time. This paper reports our work in progress on the new teaching approach to software testing methods based on diversity principles.","2377-570X","978-1-4577-0348-5","10.1109/CSEET.2011.5876111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5876111","","Software testing;Education;Software;Subspace constraints;Industries;Diversity methods","","5","","15","IEEE","16 Jun 2011","","","IEEE","IEEE Conferences"
