"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Investigating the impact of combined similarity metrics and POS tagging in extrinsic text plagiarism detection system","Vani K; D. Gupta","Department of Computer Science, Amrita School of Engineering, Bangalore, India; Department of Mathematics, Amrita School of Engineering, Bangalore, India","2015 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","28 Sep 2015","2015","","","1578","1584","Plagiarism is an illicit act which has become a prime concern mainly in educational and research domains. This deceitful act is usually referred as an intellectual theft which has swiftly increased with the rapid technological developments and information accessibility. Thus the need for a system/ mechanism for efficient plagiarism detection is at its urgency. In this paper, an investigation of different combined similarity metrics for extrinsic plagiarism detection is done and it focuses on unfolding the importance of combined similarity metrics over the commonly used single metric usage in plagiarism detection task. Further the impact of utilizing part of speech tagging (POS) in the plagiarism detection model is analyzed. Different combinations of the four single metrics, Cosine similarity, Dice coefficient, Match coefficient and Fuzzy-Semantic measure is used with and without POS tag information. These systems are evaluated using PAN1 -2014 training and test data set and results are analyzed and compared using standard PAN measures, viz, recall, precision, granularity and plagdet_score.","","978-1-4799-8792-4","10.1109/ICACCI.2015.7275838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7275838","Extrinsic Plagiarism;POS tagging;Vector Space Model;Single Metrics;Combined Metrics","Measurement;Plagiarism;Tagging;Semantics;Feature extraction;Training;Speech","","12","","19","IEEE","28 Sep 2015","","","IEEE","IEEE Conferences"
"Building a Question Answering System for the Manufacturing Domain","L. Xingguang; C. Zhenbo; S. Zhengyuan; Z. Haoxin; M. Hangcheng; X. Xuesong; X. Gang","College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China",IEEE Access,"25 Jul 2022","2022","10","","75816","75824","The design or simulation analysis of special equipment products must follow the national standards, and hence it may be necessary to repeatedly consult the contents of the standards in the design process. However, it is difficult for the traditional question answering system based on keyword retrieval to give accurate answers to technical questions. Therefore, we use natural language processing techniques to design a question answering system for the decision-making process in pressure vessel design. To solve the problem of insufficient training data for the technology question answering system, we propose a method to generate questions according to a declarative sentence from several different dimensions so that multiple question-answer pairs can be obtained from a declarative sentence. In addition, we designed an interactive attention model based on a bidirectional long short-term memory (BiLSTM) network to improve the performance of the similarity comparison of two question sentences. Finally, the performance of the question answering system was tested on public and technical domain datasets.","2169-3536","","10.1109/ACCESS.2022.3191678","National Science Foundation of China(grant numbers:61976193); Zhejiang Natural Science Foundation of China(grant numbers:LY19F020034); Science and Technology Key Research Planning Project of Zhejiang Province of China(grant numbers:2021C03136); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9831785","Question answering system;BiLSTM;interactive attention;similarity comparison;design standard","Standards;Decision making;Manufacturing;Question answering (information retrieval);Elevators;Semantics;Libraries","","7","","35","CCBY","18 Jul 2022","","","IEEE","IEEE Journals"
"Efficient hardware implementation of PSO-based object tracking system","N. N. Morsi; M. B. Abdelhalim; K. A. Shehata","Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), Cairo, Egypt","2013 International Conference on Electronics, Computer and Computation (ICECCO)","23 Jan 2014","2013","","","155","158","This paper proposes hardware design, modelling and implementation for object tracking system targeting video sequence based on Particle Swarm Optimization (PSO). The system uses Structural SIMilarity index (SSIM) as PSO's fitness function. In this paper, we describe Particle Swarm Optimisation algorithm and Structural SIMilarity index, and then we show how it has been simplified for hardware implementation and achieved better results than its software implementation counterpart. Finally, we present the proposed algorithm's performance that has been tested and evaluated over different video sequences, showing its adaption for tracking in real-time.","","978-1-4799-3343-3","10.1109/ICECCO.2013.6718252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6718252","PSO;Structural SIMilarity;Object Tracking;FPGA","Object tracking;Particle swarm optimization;Indexes;Hardware;Sociology;Statistics;Video sequences","","7","","15","IEEE","23 Jan 2014","","","IEEE","IEEE Conferences"
"FPGA implementation of PSO-based object tracking system using SSIM","N. N. Morsi; M. B. Abdelhalim; K. A. Shehata","Electronics and Communications Department, College of Engineering and Technology, Cairo, Egypt; Arab Academy for Science and Technology and Maritime Transport (AASTMT), College of Computing and Information Technology (CCIT), Cairo, Egypt; Electronics and Communications Department, College of Engineering and Technology, Cairo, Egypt",2013 25th International Conference on Microelectronics (ICM),"10 Feb 2014","2013","","","1","4","In this paper, we present implementation of object tracking system targeting video sequence based on Particle Swarm Optimization (PSO) using Structural SIMilarity index (SSIM) as PSO's fitness function on field programmable gate array (FPGA). The proposed algorithm's performance has been tested and evaluated over different video sequences, showing its adaption for tracking in real-time. After presenting PSO algorithm and SSIM index, we show how the system's architecture has been simplified for FPGA implementation and achieved better results than its software implementation counterpart.","2159-1679","978-1-4799-3570-3","10.1109/ICM.2013.6735003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6735003","Particle Swarm Optimization (PSO);Structural SIMilarity (SSIM);Object Tracking;Hardware Implementation;Field Programmable Gate Array (FPGA)","Atmospheric measurements;Particle measurements;Missiles;Probability distribution;Clocks;Pattern recognition;Pipelines","","","","18","IEEE","10 Feb 2014","","","IEEE","IEEE Conferences"
"Cyberdiversity: Measures and Initial Results","K. Kravvaritis; D. Mitropoulos; D. Spinellis","Department of Informatics, Athens University of Economics and Business, Athens, Greece; Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece; Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece",2010 14th Panhellenic Conference on Informatics,"21 Oct 2010","2010","","","135","140","Cyberdiversity is a concept borrowed from biology and refers to the introduction of diversity into the different levels of a computer. This kind of diversity is used to avert attacks that can threat a large number of systems that share common characteristics and as a result common vulnerabilities. Currently, there are many methods that introduce cyberdiversity into systems but there is no attempt to measure the existing cyberdiversity. In this paper we introduce a novel approach that measures the existing diversity in software. To accomplish that, we specify three different metrics. The concept of our approach is to collect specific information and then process it in order to find distinct similarities or differences within software. To test our approach, we implemented a system, based on the client-server architecture.","","978-1-4244-7838-5","10.1109/PCI.2010.43","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5600450","Diversity;monoculture;metrics;computer security","Computers;Security;Measurement;Software;Linux;Libraries;Computer architecture","","","","34","IEEE","21 Oct 2010","","","IEEE","IEEE Conferences"
"Design of Landscape Plant Configuration Based on ANN Technology","S. Qu; Y. Yao","Department of architecture and environment art, XI’AN ACADEMY OF FINE ARTS, Xi’an, Shaanxi Province, China; Photography and Animation Major, Northwestern University Modern College, Xi’an, Shanxi Province, China",2021 5th Asian Conference on Artificial Intelligence Technology (ACAIT),"14 Mar 2022","2021","","","296","298","With the support of GIS, the BP network model of landscape plant morphological fractal dimension and diversity index based on the composition structure of landscape elements was constructed by using artificial neural network (ANN). By comparing the model performance of training samples, the results show that the diversity index and fractal dimension fitting accuracy of the training model are high, which shows that the training model constructed in this study is in line with the theoretical and practical values. At the same time, through the multi-dimensional and diversity index test of the test samples, the results show that the test accuracy of BP model meets the requirements, indicating that the convergence performance of garden plant configuration design network based on ANN technology is ideal, and can better simulate the impact of ecological environment on landscape plant configuration pattern.","","978-1-6654-2630-5","10.1109/ACAIT53529.2021.9730890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9730890","artificial neural network;landscape plant configuration;fractal dimension;diversity index;BP network model","Training;Statistical analysis;Biological system modeling;Fitting;Artificial neural networks;Forestry;Fractals","","","","11","IEEE","14 Mar 2022","","","IEEE","IEEE Conferences"
"The Aspect of Data Translation in Service Similarity","D. Athanasopoulos","School of Engineering & Computer Science, Victoria University of Wellington, New Zealand",2017 IEEE International Conference on Web Services (ICWS),"11 Sep 2017","2017","","","188","195","To avoid the lock-in problem in service-oriented software, existing interface-decoupling mechanisms focus on identifying high-level service mappings, which are not necessarily applicable on translating actual data. Based on the fundamental data-translation process, its successful outcome is guaranteed if mappings are low-level, i.e. they satisfy schema constraints. The problem is that if similar services have been identified based on high-level mappings, then schema constraints may be violated. To overcome this problem, we propose a proactive approach to identify similar services that satisfy schema constraints. In particular, our approach follows a composite workflow (instead of existing hybrid workflows), which determines schema constraints (service documents do not specify them) and estimates service-translation cost (actual cost is not available) as a function of ensured schema-constraints. We compare our approach against a state-of-the-art service-similarity approach on benchmark services and the results show that high service-similarity does not necessarily imply low service-translation cost, the bidirectional nature of service similarity can be misleading, ensured schema-constraints improve service similarity, and estimated translation-cost is very close to actual cost.","","978-1-5386-0752-7","10.1109/ICWS.2017.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029761","service interface;high-level mapping;schema constraints;translation cost;composite workflow","Software;XML;Object oriented modeling;Benchmark testing;Estimation;Electronic mail;Measurement","","1","","29","IEEE","11 Sep 2017","","","IEEE","IEEE Conferences"
"Real-time UAV sound detection and analysis system","J. Kim; C. Park; J. Ahn; Y. Ko; J. Park; J. C. Gallagher","Department of Computer Science and Engineering, Dongguk University; Department of Computer Science and Engineering, Korea University; Department of Computer Science and Engineering, Sogang University; Department of Computer Science and Engineering, Dongguk University; Department of Computer Science and Engineering, Gangneung-Wonju National University; Department of Computer Science and Engineering, Wright State University",2017 IEEE Sensors Applications Symposium (SAS),"12 Apr 2017","2017","","","1","5","In this paper, we present a real-time drone detection and monitoring system, that users can easily utilize in daily life to detect drones using sound data. This system performs FFT on the sampled real-time data and performs drone detection using the transformed data through two different methods, Plotted Image Machine Learning (PIL) and K Nearest Neighbors (KNN). The PIL uses image data from the visualized FFT graph to detect robust points, and compares the average image similarity with a reference FFT template associated with a target of interest. Whereas, the KNN uses FFT-format csv files to compare the average distance similarity. Experiments were performed with the two methods. As a result, the accuracy rate of 83% and 61% was shown in each of PIL and KNN. The major deliverables of this work are a software package framework one may use to experiment with various sound samples and classifiers via modifiable classifier modules and initial testing of two classifiers. Future work, enabled by the software framework developed, can employ more capable classifiers.","","978-1-5090-3202-0","10.1109/SAS.2017.7894058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7894058","Audio categorization;Audio classification;k-nn;UAV categorization;UAV analysis;Machine learning;Structural similarity index","Drones;Real-time systems;Electronic mail;Testing;Monitoring;Machine learning algorithms;Bars","","73","","11","IEEE","12 Apr 2017","","","IEEE","IEEE Conferences"
"Application of Multi-objective Evolutionary Algorithm in E-Commerce Recommendation System","S. Huang; J. Liu; D. Zhu; D. Cai","School of Mathmatics and Computer Science, Quanzhou Normal University, Quanzhou, China; Network Information Center, Quanzhou Normal University, Quanzhou, China; Fujian Provincial Key Laboratory of Data-Intensive Computing, Quanzhou, China; Fujian Provincial Key Laboratory of Data-Intensive Computing, Quanzhou, China","2020 3rd International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)","2 Jul 2020","2020","","","129","132","Traditional recommendation methods often have incomplete understandings of recommendation evaluation indicators. They are limited to the accuracy of recommendation, but often ignore the diversity, novelty, coverage and other indicators. Therefore, the recommendation system should use more evaluation indicators to meet personalized demands of users so as to obtain satisfactory results. This is closely related to the problem of multi-objective optimization. This paper describes the mathematical expression of the multi-objective optimization problem and uses NSGA-II algorithm to test its accuracy and diversity indexes of Netflix dataset. The experimental results show that NSGA-II algorithm can meet multi-objective requirements of the recommendation system and the experimental results are satisfactory.","","978-1-7281-8143-1","10.1109/AEMCSE50948.2020.00034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9131404","Multi-objective;evolution;NSGA-II;accuracy;diversity","","","3","","9","IEEE","2 Jul 2020","","","IEEE","IEEE Conferences"
"Diverse Utilization of an Anechoic Chamber for Automated Electronic Warfare (EW) Testing in Support of Explosive Ordnance Disposal (EOD)","J. Friedel; D. Oyediran; T. Higdon","EOD Electronic Protection Systems, Code D21, Maryland; EOD Electronic Protection Systems, Code D21, Maryland; EOD Electronic Protection Systems, Code D21, Maryland",2023 Antenna Measurement Techniques Association Symposium (AMTA),"30 Oct 2023","2023","","","1","6","The Naval Surface Warfare Center Indian Head Division (NSWC IHD) EOD Technology Center is a United States Navy facility with the urgent mission of supporting the Department of Defense (DoD) warfighter in the detection and neutralization of unexploded ordnance (UXO) and improvised explosive device (IED) threats. The Radio Frequency (RF) Laboratory at NSWC IHD, is centered around its 24’ by 12’ by 12’ anechoic chamber, which was designed mainly for antenna measurement. However, the unique challenges this department was tasked to resolve has resulted in varied and uncommon uses of the chamber. The chamber, RF test equipment and staff of electrical engineers, mechanical engineers and computer scientists, have participated in the automated RF testing of X-ray equipment, bomb suits, radars, electronic jammers and IEDs, to provide just a partial listing of test events. This paper will detail recent unique assignments that required the rapid research, design, development and implementation of automated RF test and measurement systems providing solutions for the EOD community. The anechoic chamber's system uses, from antenna design and measurements, materials testing, electromagnetic compatibility (EMC) testing to electronic warfare (EW) testing of radars and jammers, will be discussed along with the examination of the software algorithms that enabled fast, repeatable and reliable RF measurements. Focus will be on the roles electromagnetic (EM) measurement has for EOD robotics, EW system development and IED threat understanding. The authors speak from the diverse backgrounds of electrical and mechanical engineering and computer science.","2474-2740","978-1-7362351-5-7","10.23919/AMTA58553.2023.10293489","NSWC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10293489","","Radio frequency;Antenna measurements;Radar antennas;Particle measurements;Electromagnetic compatibility;Explosives;Velocity measurement","","","","8","","30 Oct 2023","","","IEEE","IEEE Conferences"
